,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DISTANCE
3758,2016,2,5,12,4,DL,N6707A,1357,13487.0,MSP,11433.0,DTW,1755,1844.0,49.0,1.0,2040,2141.0,61.0,1.0,0.0,0.0,105.0,117.0,528.0
4967,2016,2,6,20,1,DL,N953DN,838,13487.0,MSP,10397.0,ATL,1925,1931.0,6.0,0.0,2259,2248.0,-11.0,0.0,0.0,0.0,154.0,137.0,907.0
957,2016,1,2,5,5,DL,N360NB,840,13487.0,MSP,11433.0,DTW,1951,1957.0,6.0,0.0,2234,2255.0,21.0,1.0,0.0,0.0,103.0,118.0,528.0
1162,2016,1,2,13,6,DL,N804DN,2430,14747.0,SEA,10397.0,ATL,2312,2310.0,-2.0,0.0,642,626.0,-16.0,0.0,0.0,0.0,270.0,256.0,2182.0
2583,2016,2,4,5,2,DL,N395DN,1253,14747.0,SEA,12478.0,JFK,2315,2309.0,-6.0,0.0,734,709.0,-25.0,0.0,0.0,0.0,319.0,300.0,2422.0
579,2016,1,1,25,1,DL,N121DE,1108,13487.0,MSP,10397.0,ATL,1500,1511.0,11.0,0.0,1833,1914.0,41.0,1.0,0.0,0.0,153.0,183.0,907.0
2346,2016,1,3,26,6,DL,N838DN,2368,14747.0,SEA,11433.0,DTW,1351,1349.0,-2.0,0.0,2108,2059.0,-9.0,0.0,0.0,0.0,257.0,250.0,1927.0
749,2016,1,1,31,7,DL,N809DN,629,10397.0,ATL,11433.0,DTW,915,915.0,0.0,0.0,1110,1057.0,-13.0,0.0,0.0,0.0,115.0,102.0,594.0
3710,2016,2,5,10,2,DL,N843DN,1770,14747.0,SEA,13487.0,MSP,1510,1533.0,23.0,1.0,2038,2046.0,8.0,0.0,0.0,0.0,208.0,193.0,1399.0
2390,2016,1,3,25,5,DL,N913DL,2336,10397.0,ATL,12478.0,JFK,1515,1517.0,2.0,0.0,1740,1725.0,-15.0,0.0,0.0,0.0,145.0,128.0,760.0
4781,2016,2,6,14,2,DL,N376NW,2237,12478.0,JFK,10397.0,ATL,1730,1811.0,41.0,1.0,2014,2022.0,8.0,0.0,0.0,0.0,164.0,131.0,760.0
1847,2016,1,3,8,2,DL,N835DN,53,13487.0,MSP,11433.0,DTW,1545,1543.0,-2.0,0.0,1823,1811.0,-12.0,0.0,0.0,0.0,98.0,88.0,528.0
4927,2016,2,6,19,7,DL,N551NW,783,13487.0,MSP,10397.0,ATL,625,620.0,-5.0,0.0,946,943.0,-3.0,0.0,0.0,0.0,141.0,143.0,907.0
4169,2016,2,5,26,4,DL,N3733Z,1605,10397.0,ATL,11433.0,DTW,2055,2052.0,-3.0,0.0,2254,2236.0,-18.0,0.0,0.0,0.0,119.0,104.0,594.0
1016,2016,1,2,9,2,DL,N908DA,945,11433.0,DTW,10397.0,ATL,1345,1439.0,54.0,1.0,1555,1643.0,48.0,1.0,0.0,0.0,130.0,124.0,594.0
2382,2016,1,3,26,6,DL,N954DL,1462,10397.0,ATL,13487.0,MSP,1050,1044.0,-6.0,0.0,1229,1231.0,2.0,0.0,0.0,0.0,159.0,167.0,907.0
2694,2016,2,4,10,7,DL,N920DN,842,13487.0,MSP,11433.0,DTW,1020,1019.0,-1.0,0.0,1300,1251.0,-9.0,0.0,0.0,0.0,100.0,92.0,528.0
407,2016,1,1,19,2,DL,N544US,1782,11433.0,DTW,14747.0,SEA,1505,1503.0,-2.0,0.0,1710,1651.0,-19.0,0.0,0.0,0.0,305.0,288.0,1927.0
134,2016,1,1,7,4,DL,N377DA,1145,10397.0,ATL,11433.0,DTW,1620,1631.0,11.0,0.0,1824,1813.0,-11.0,0.0,0.0,0.0,124.0,102.0,594.0
4041,2016,2,5,22,7,DL,N928DN,1267,10397.0,ATL,11433.0,DTW,1800,1756.0,-4.0,0.0,2004,2005.0,1.0,0.0,0.0,0.0,124.0,129.0,594.0
4687,2016,2,6,12,7,DL,N325US,815,13487.0,MSP,11433.0,DTW,1934,2142.0,128.0,1.0,2212,2400.0,108.0,1.0,0.0,0.0,98.0,78.0,528.0
4053,2016,2,5,20,5,DL,N707TW,2350,10397.0,ATL,12478.0,JFK,810,808.0,-2.0,0.0,1025,1012.0,-13.0,0.0,0.0,0.0,135.0,124.0,760.0
3406,2016,2,4,3,7,DL,N932DN,1231,10397.0,ATL,11433.0,DTW,1341,1437.0,56.0,1.0,1541,1622.0,41.0,1.0,0.0,0.0,120.0,105.0,594.0
2107,2016,1,3,17,4,DL,N965DN,1267,10397.0,ATL,11433.0,DTW,1807,1859.0,52.0,1.0,2010,2049.0,39.0,1.0,0.0,0.0,123.0,110.0,594.0
3514,2016,2,5,3,2,DL,N807DN,902,10397.0,ATL,11433.0,DTW,1455,1454.0,-1.0,0.0,1654,1642.0,-12.0,0.0,0.0,0.0,119.0,108.0,594.0
1248,2016,1,2,17,3,DL,N929AT,2817,12478.0,JFK,11433.0,DTW,908,908.0,0.0,0.0,1130,1104.0,-26.0,0.0,0.0,0.0,142.0,116.0,509.0
2565,2016,2,4,4,1,DL,N703TW,1680,14747.0,SEA,12478.0,JFK,1450,1446.0,-4.0,0.0,2305,2249.0,-16.0,0.0,0.0,0.0,315.0,303.0,2422.0
4905,2016,2,6,17,5,DL,N954DN,2580,10397.0,ATL,13487.0,MSP,2205,2235.0,30.0,1.0,2344,2354.0,10.0,0.0,0.0,0.0,159.0,139.0,907.0
4061,2016,2,5,23,1,DL,N369NW,847,11433.0,DTW,10397.0,ATL,1627,1629.0,2.0,0.0,1831,1811.0,-20.0,0.0,0.0,0.0,124.0,102.0,594.0
2282,2016,1,3,20,7,DL,N343NB,1112,10397.0,ATL,12478.0,JFK,1030,1029.0,-1.0,0.0,1245,1221.0,-24.0,0.0,0.0,0.0,135.0,112.0,760.0
2581,2016,2,4,5,2,DL,N825DN,1089,10397.0,ATL,13487.0,MSP,1505,1505.0,0.0,0.0,1645,1652.0,7.0,0.0,0.0,0.0,160.0,167.0,907.0
4034,2016,2,5,21,6,DL,N904DE,1915,11433.0,DTW,10397.0,ATL,2000,1958.0,-2.0,0.0,2202,2136.0,-26.0,0.0,0.0,0.0,122.0,98.0,594.0
910,2016,1,2,5,5,DL,N343NB,420,12478.0,JFK,10397.0,ATL,820,954.0,94.0,1.0,1055,1322.0,147.0,1.0,0.0,0.0,155.0,208.0,760.0
1560,2016,1,2,29,1,DL,N953DN,1815,13487.0,MSP,10397.0,ATL,905,901.0,-4.0,0.0,1235,1223.0,-12.0,0.0,0.0,0.0,150.0,142.0,907.0
3575,2016,2,5,6,5,DL,N710TW,2350,10397.0,ATL,12478.0,JFK,810,807.0,-3.0,0.0,1025,1014.0,-11.0,0.0,0.0,0.0,135.0,127.0,760.0
111,2016,1,1,5,2,DL,N931DN,744,13487.0,MSP,10397.0,ATL,1005,1002.0,-3.0,0.0,1334,1323.0,-11.0,0.0,0.0,0.0,149.0,141.0,907.0
3042,2016,2,4,22,5,DL,N918DH,630,11433.0,DTW,10397.0,ATL,1745,1753.0,8.0,0.0,1954,1943.0,-11.0,0.0,0.0,0.0,129.0,110.0,594.0
1246,2016,1,2,17,3,DL,N340NW,2440,14747.0,SEA,13487.0,MSP,55,49.0,-6.0,0.0,611,533.0,-38.0,0.0,0.0,0.0,196.0,164.0,1399.0
2240,2016,1,3,22,2,DL,N335NW,917,13487.0,MSP,11433.0,DTW,835,848.0,13.0,0.0,1116,1116.0,0.0,0.0,0.0,0.0,101.0,88.0,528.0
4623,2016,2,6,10,5,DL,N315US,2237,12478.0,JFK,10397.0,ATL,1730,1729.0,-1.0,0.0,2014,1951.0,-23.0,0.0,0.0,0.0,164.0,142.0,760.0
1135,2016,1,2,13,6,DL,N948DL,927,11433.0,DTW,12478.0,JFK,2001,2012.0,11.0,0.0,2154,2218.0,24.0,1.0,0.0,0.0,113.0,126.0,509.0
28,2016,1,1,3,7,DL,N815DN,1491,13487.0,MSP,10397.0,ATL,610,608.0,-2.0,0.0,940,922.0,-18.0,0.0,0.0,0.0,150.0,134.0,907.0
2573,2016,2,4,6,3,DL,N991DL,220,12478.0,JFK,10397.0,ATL,1925,1952.0,27.0,1.0,2209,2235.0,26.0,1.0,0.0,0.0,164.0,163.0,760.0
1832,2016,1,3,6,7,DL,N818DA,2329,10397.0,ATL,14747.0,SEA,1309,1306.0,-3.0,0.0,1532,1511.0,-21.0,0.0,0.0,0.0,323.0,305.0,2182.0
3910,2016,2,5,17,2,DL,N593NW,1107,10397.0,ATL,14747.0,SEA,1935,1933.0,-2.0,0.0,2159,2148.0,-11.0,0.0,0.0,0.0,324.0,315.0,2182.0
1715,2016,1,3,31,4,DL,N947DN,721,10397.0,ATL,13487.0,MSP,1645,1646.0,1.0,0.0,1829,1830.0,1.0,0.0,0.0,0.0,164.0,164.0,907.0
3921,2016,2,5,16,1,DL,N946DN,2545,10397.0,ATL,13487.0,MSP,2105,2105.0,0.0,0.0,2250,2231.0,-19.0,0.0,0.0,0.0,165.0,146.0,907.0
2174,2016,1,3,18,5,DL,N845DN,1681,10397.0,ATL,11433.0,DTW,1907,1906.0,-1.0,0.0,2106,2048.0,-18.0,0.0,0.0,0.0,119.0,102.0,594.0
4175,2016,2,5,26,4,DL,N371NB,2329,13487.0,MSP,11433.0,DTW,1020,1017.0,-3.0,0.0,1302,1253.0,-9.0,0.0,0.0,0.0,102.0,96.0,528.0
4389,2016,2,6,3,5,DL,N964DL,592,10397.0,ATL,13487.0,MSP,1050,1046.0,-4.0,0.0,1225,1214.0,-11.0,0.0,0.0,0.0,155.0,148.0,907.0
3553,2016,2,5,1,7,DL,N316US,1096,11433.0,DTW,13487.0,MSP,1200,1204.0,4.0,0.0,1252,1246.0,-6.0,0.0,0.0,0.0,112.0,102.0,528.0
1758,2016,1,3,5,6,DL,N324US,917,13487.0,MSP,11433.0,DTW,835,908.0,33.0,1.0,1114,1159.0,45.0,1.0,0.0,0.0,99.0,111.0,528.0
4970,2016,2,6,20,1,DL,N917DL,987,10397.0,ATL,13487.0,MSP,1050,1121.0,31.0,1.0,1229,1247.0,18.0,1.0,0.0,0.0,159.0,146.0,907.0
2969,2016,2,4,19,2,DL,N588NW,2146,10397.0,ATL,13487.0,MSP,1931,1938.0,7.0,0.0,2115,2110.0,-5.0,0.0,0.0,0.0,164.0,152.0,907.0
1685,2016,1,3,1,2,DL,N838DN,1107,10397.0,ATL,14747.0,SEA,1918,1917.0,-1.0,0.0,2204,2143.0,-21.0,0.0,0.0,0.0,346.0,326.0,2182.0
2977,2016,2,4,20,3,DL,N752AT,1465,10397.0,ATL,11433.0,DTW,2057,2105.0,8.0,0.0,2257,2302.0,5.0,0.0,0.0,0.0,120.0,117.0,594.0
4491,2016,2,6,5,7,DL,N128DL,2784,10397.0,ATL,14747.0,SEA,940,938.0,-2.0,0.0,1201,1143.0,-18.0,0.0,0.0,0.0,321.0,305.0,2182.0
3294,2016,2,4,30,6,DL,N832DN,2563,14747.0,SEA,13487.0,MSP,1520,1511.0,-9.0,0.0,2035,2028.0,-7.0,0.0,0.0,0.0,195.0,197.0,1399.0
2850,2016,2,4,15,5,DL,N540US,588,14747.0,SEA,13487.0,MSP,1119,1230.0,71.0,1.0,1631,1739.0,68.0,1.0,0.0,0.0,192.0,189.0,1399.0
1828,2016,1,3,8,2,DL,N341NB,1227,13487.0,MSP,11433.0,DTW,1944,1945.0,1.0,0.0,2223,2217.0,-6.0,0.0,0.0,0.0,99.0,92.0,528.0
3104,2016,2,4,24,7,DL,N671DN,2366,10397.0,ATL,11433.0,DTW,725,724.0,-1.0,0.0,921,909.0,-12.0,0.0,0.0,0.0,116.0,105.0,594.0
123,2016,1,1,7,4,DL,N592NW,2074,10397.0,ATL,13487.0,MSP,1735,1756.0,21.0,1.0,1924,1933.0,9.0,0.0,0.0,0.0,169.0,157.0,907.0
1521,2016,1,2,27,6,DL,N922DL,902,10397.0,ATL,11433.0,DTW,1509,1513.0,4.0,0.0,1711,1709.0,-2.0,0.0,0.0,0.0,122.0,116.0,594.0
748,2016,1,1,31,7,DL,N802DN,528,10397.0,ATL,13487.0,MSP,1625,1626.0,1.0,0.0,1815,1746.0,-29.0,0.0,0.0,0.0,170.0,140.0,907.0
998,2016,1,2,6,6,DL,N6700,1991,13487.0,MSP,10397.0,ATL,525,521.0,-4.0,0.0,853,836.0,-17.0,0.0,0.0,0.0,148.0,135.0,907.0
3568,2016,2,5,5,4,DL,N933DL,1544,11433.0,DTW,13487.0,MSP,1000,957.0,-3.0,0.0,1053,1032.0,-21.0,0.0,0.0,0.0,113.0,95.0,528.0
304,2016,1,1,16,6,DL,N835DN,991,10397.0,ATL,11433.0,DTW,1200,1159.0,-1.0,0.0,1401,1335.0,-26.0,0.0,0.0,0.0,121.0,96.0,594.0
58,2016,1,1,3,7,DL,N596NW,701,14747.0,SEA,11433.0,DTW,2300,2302.0,2.0,0.0,609,617.0,8.0,0.0,0.0,0.0,249.0,255.0,1927.0
1859,2016,1,3,8,2,DL,N830DN,2397,13487.0,MSP,14747.0,SEA,1115,1110.0,-5.0,0.0,1256,1229.0,-27.0,0.0,0.0,0.0,221.0,199.0,1399.0
1892,2016,1,3,8,2,DL,N172DN,1740,14747.0,SEA,13487.0,MSP,805,814.0,9.0,0.0,1320,1319.0,-1.0,0.0,0.0,0.0,195.0,185.0,1399.0
329,2016,1,1,18,1,DL,N633DL,8,13487.0,MSP,10397.0,ATL,1732,1734.0,2.0,0.0,2105,2039.0,-26.0,0.0,0.0,0.0,153.0,125.0,907.0
4267,2016,2,5,30,1,DL,N999DN,2005,11433.0,DTW,10397.0,ATL,1210,1413.0,123.0,1.0,1415,1556.0,101.0,1.0,0.0,0.0,125.0,103.0,594.0
895,2016,1,2,3,3,DL,N928AT,2312,13487.0,MSP,12478.0,JFK,1755,1832.0,37.0,1.0,2149,2329.0,100.0,1.0,0.0,0.0,174.0,237.0,1029.0
2257,2016,1,3,22,2,DL,N3760C,2418,13487.0,MSP,14747.0,SEA,710,701.0,-9.0,0.0,854,852.0,-2.0,0.0,0.0,0.0,224.0,231.0,1399.0
3729,2016,2,5,11,3,DL,N1609,16,14747.0,SEA,10397.0,ATL,1043,1039.0,-4.0,0.0,1848,1806.0,-42.0,0.0,0.0,0.0,305.0,267.0,2182.0
4251,2016,2,5,29,7,DL,N545US,733,11433.0,DTW,14747.0,SEA,1525,1531.0,6.0,0.0,1717,1709.0,-8.0,0.0,0.0,0.0,292.0,278.0,1927.0
2490,2016,1,3,31,4,DL,N865DA,2336,10397.0,ATL,12478.0,JFK,1515,1514.0,-1.0,0.0,1740,1721.0,-19.0,0.0,0.0,0.0,145.0,127.0,760.0
2385,2016,1,3,28,1,DL,N848DN,1812,11433.0,DTW,14747.0,SEA,2004,2002.0,-2.0,0.0,2205,2146.0,-19.0,0.0,0.0,0.0,301.0,284.0,1927.0
107,2016,1,1,7,4,DL,N343NB,423,12478.0,JFK,10397.0,ATL,1325,1335.0,10.0,0.0,1600,1604.0,4.0,0.0,0.0,0.0,155.0,149.0,760.0
2361,2016,1,3,6,7,DL,N315NB,1081,13487.0,MSP,11433.0,DTW,1019,1016.0,-3.0,0.0,1259,1249.0,-10.0,0.0,0.0,0.0,100.0,93.0,528.0
2627,2016,2,4,7,4,DL,N919AT,436,12478.0,JFK,13487.0,MSP,1120,1116.0,-4.0,0.0,1337,1319.0,-18.0,0.0,0.0,0.0,197.0,183.0,1029.0
4320,2016,2,5,31,2,DL,N833DN,1956,11433.0,DTW,14747.0,SEA,1218,1211.0,-7.0,0.0,1415,1352.0,-23.0,0.0,0.0,0.0,297.0,281.0,1927.0
4597,2016,2,6,9,4,DL,N6707A,2218,14747.0,SEA,11433.0,DTW,940,941.0,1.0,0.0,1659,1639.0,-20.0,0.0,0.0,0.0,259.0,238.0,1927.0
120,2016,1,1,7,4,DL,N3773D,1770,14747.0,SEA,13487.0,MSP,1530,1529.0,-1.0,0.0,2048,2047.0,-1.0,0.0,0.0,0.0,198.0,198.0,1399.0
2414,2016,1,3,28,1,DL,N680DA,1187,13487.0,MSP,14747.0,SEA,1745,1740.0,-5.0,0.0,1930,1917.0,-13.0,0.0,0.0,0.0,225.0,217.0,1399.0
3007,2016,2,4,20,3,DL,N3760C,629,10397.0,ATL,11433.0,DTW,905,903.0,-2.0,0.0,1101,1045.0,-16.0,0.0,0.0,0.0,116.0,102.0,594.0
2855,2016,2,4,15,5,DL,N806DN,945,13487.0,MSP,11433.0,DTW,840,837.0,-3.0,0.0,1122,1116.0,-6.0,0.0,0.0,0.0,102.0,99.0,528.0
364,2016,1,1,18,1,DL,N955DN,1122,13487.0,MSP,10397.0,ATL,729,745.0,16.0,1.0,1104,1054.0,-10.0,0.0,0.0,0.0,155.0,129.0,907.0
2090,2016,1,3,15,2,DL,N823DN,1768,14747.0,SEA,13487.0,MSP,705,706.0,1.0,0.0,1224,1217.0,-7.0,0.0,0.0,0.0,199.0,191.0,1399.0
4388,2016,2,6,2,4,DL,N329NW,86,13487.0,MSP,11433.0,DTW,1545,1539.0,-6.0,0.0,1824,1810.0,-14.0,0.0,0.0,0.0,99.0,91.0,528.0
1673,2016,1,3,2,3,DL,N861DA,325,11433.0,DTW,10397.0,ATL,1452,1502.0,10.0,0.0,1656,1648.0,-8.0,0.0,0.0,0.0,124.0,106.0,594.0
1395,2016,1,2,22,1,DL,N953DL,2205,12478.0,JFK,13487.0,MSP,1610,1600.0,-10.0,0.0,1843,1829.0,-14.0,0.0,0.0,0.0,213.0,209.0,1029.0
958,2016,1,2,5,5,DL,N826DN,902,10397.0,ATL,11433.0,DTW,1456,1454.0,-2.0,0.0,1655,1641.0,-14.0,0.0,0.0,0.0,119.0,107.0,594.0
1725,2016,1,3,2,3,DL,N3752,2336,10397.0,ATL,12478.0,JFK,1515,1517.0,2.0,0.0,1739,1722.0,-17.0,0.0,0.0,0.0,144.0,125.0,760.0
4459,2016,2,6,4,6,DL,N323NB,2329,13487.0,MSP,11433.0,DTW,1020,1017.0,-3.0,0.0,1301,1245.0,-16.0,0.0,0.0,0.0,101.0,88.0,528.0
1937,2016,1,3,11,5,DL,N389DA,1700,14747.0,SEA,13487.0,MSP,35,44.0,9.0,0.0,550,539.0,-11.0,0.0,0.0,0.0,195.0,175.0,1399.0
898,2016,1,2,3,3,DL,N355NW,2793,11433.0,DTW,13487.0,MSP,1001,957.0,-4.0,0.0,1107,1043.0,-24.0,0.0,0.0,0.0,126.0,106.0,528.0
1121,2016,1,2,14,7,DL,N899AT,748,10397.0,ATL,11433.0,DTW,1055,1056.0,1.0,0.0,1255,1249.0,-6.0,0.0,0.0,0.0,120.0,113.0,594.0
4192,2016,2,5,27,5,DL,N586NW,2039,14747.0,SEA,10397.0,ATL,2320,2326.0,6.0,0.0,709,702.0,-7.0,0.0,0.0,0.0,289.0,276.0,2182.0
3963,2016,2,5,19,4,DL,N590NW,2348,10397.0,ATL,14747.0,SEA,2115,2119.0,4.0,0.0,2342,2326.0,-16.0,0.0,0.0,0.0,327.0,307.0,2182.0
4832,2016,2,6,14,2,DL,N845DN,2037,10397.0,ATL,13487.0,MSP,1631,2101.0,270.0,1.0,1820,2236.0,256.0,1.0,0.0,0.0,169.0,155.0,907.0
4588,2016,2,6,8,3,DL,N329NW,1915,11433.0,DTW,10397.0,ATL,2040,2038.0,-2.0,0.0,2239,2222.0,-17.0,0.0,0.0,0.0,119.0,104.0,594.0
3078,2016,2,4,23,6,DL,N905DA,2554,13487.0,MSP,10397.0,ATL,722,714.0,-8.0,0.0,1052,1032.0,-20.0,0.0,0.0,0.0,150.0,138.0,907.0
2349,2016,1,3,5,6,DL,N937DN,2790,10397.0,ATL,11433.0,DTW,1205,1206.0,1.0,0.0,1405,1411.0,6.0,0.0,0.0,0.0,120.0,125.0,594.0
1947,2016,1,3,3,4,DL,N593NW,1740,14747.0,SEA,13487.0,MSP,845,854.0,9.0,0.0,1403,1351.0,-12.0,0.0,0.0,0.0,198.0,177.0,1399.0
4247,2016,2,5,29,7,DL,N3765,281,11433.0,DTW,14747.0,SEA,841,840.0,-1.0,0.0,1038,1016.0,-22.0,0.0,0.0,0.0,297.0,276.0,1927.0
1297,2016,1,2,19,5,DL,N847DN,721,10397.0,ATL,13487.0,MSP,1645,1641.0,-4.0,0.0,1835,1816.0,-19.0,0.0,0.0,0.0,170.0,155.0,907.0
141,2016,1,1,8,5,DL,N841DN,2413,14747.0,SEA,12478.0,JFK,700,702.0,2.0,0.0,1515,1529.0,14.0,0.0,0.0,0.0,315.0,327.0,2422.0
3128,2016,2,4,25,1,DL,N815DN,589,13487.0,MSP,14747.0,SEA,1120,1113.0,-7.0,0.0,1306,1227.0,-39.0,0.0,0.0,0.0,226.0,194.0,1399.0
1914,2016,1,3,10,4,DL,N824DN,955,11433.0,DTW,10397.0,ATL,1345,1347.0,2.0,0.0,1550,1545.0,-5.0,0.0,0.0,0.0,125.0,118.0,594.0
3721,2016,2,5,10,2,DL,N802DN,17,10397.0,ATL,14747.0,SEA,1100,1058.0,-2.0,0.0,1318,1310.0,-8.0,0.0,0.0,0.0,318.0,312.0,2182.0
791,2016,1,1,12,2,DL,N721TW,2350,10397.0,ATL,12478.0,JFK,810,813.0,3.0,0.0,1029,1001.0,-28.0,0.0,0.0,0.0,139.0,108.0,760.0
3399,2016,2,4,1,5,DL,N815DN,1812,11433.0,DTW,14747.0,SEA,2004,2008.0,4.0,0.0,2205,2200.0,-5.0,0.0,0.0,0.0,301.0,292.0,1927.0
1608,2016,1,2,1,1,DL,N673DL,8,13487.0,MSP,10397.0,ATL,1732,1733.0,1.0,0.0,2105,2043.0,-22.0,0.0,0.0,0.0,153.0,130.0,907.0
3601,2016,2,5,7,6,DL,N707TW,1109,14747.0,SEA,12478.0,JFK,1450,1442.0,-8.0,0.0,2325,2313.0,-12.0,0.0,0.0,0.0,335.0,331.0,2422.0
700,2016,1,1,22,5,DL,N694DL,2283,11433.0,DTW,10397.0,ATL,600,559.0,-1.0,0.0,820,824.0,4.0,0.0,0.0,0.0,140.0,145.0,594.0
3835,2016,2,5,15,7,DL,N670DN,1287,11433.0,DTW,10397.0,ATL,1345,1345.0,0.0,0.0,1549,1532.0,-17.0,0.0,0.0,0.0,124.0,107.0,594.0
3468,2016,2,5,25,3,DL,N130DL,2536,13487.0,MSP,14747.0,SEA,1935,1944.0,9.0,0.0,2118,2121.0,3.0,0.0,0.0,0.0,223.0,217.0,1399.0
4585,2016,2,6,10,5,DL,N551NW,17,10397.0,ATL,14747.0,SEA,1215,1213.0,-2.0,0.0,1437,1431.0,-6.0,0.0,0.0,0.0,322.0,318.0,2182.0
557,2016,1,1,23,6,DL,N935DN,2842,13487.0,MSP,10397.0,ATL,1315,1418.0,63.0,1.0,1646,1746.0,60.0,1.0,0.0,0.0,151.0,148.0,907.0
2900,2016,2,4,16,6,DL,N934DN,721,10397.0,ATL,13487.0,MSP,1650,1648.0,-2.0,0.0,1834,1810.0,-24.0,0.0,0.0,0.0,164.0,142.0,907.0
4219,2016,2,5,27,5,DL,N586NW,1107,10397.0,ATL,14747.0,SEA,1935,1937.0,2.0,0.0,2159,2125.0,-34.0,0.0,0.0,0.0,324.0,288.0,2182.0
2150,2016,1,3,19,6,DL,N891AT,325,11433.0,DTW,10397.0,ATL,1452,1514.0,22.0,1.0,1654,1702.0,8.0,0.0,0.0,0.0,122.0,108.0,594.0
4911,2016,2,6,19,7,DL,N590NW,1375,10397.0,ATL,14747.0,SEA,2100,2100.0,0.0,0.0,2327,2310.0,-17.0,0.0,0.0,0.0,327.0,310.0,2182.0
1723,2016,1,3,2,3,DL,N823DN,2188,14747.0,SEA,10397.0,ATL,2300,2314.0,14.0,0.0,642,635.0,-7.0,0.0,0.0,0.0,282.0,261.0,2182.0
4956,2016,2,6,20,1,DL,N348NB,1357,13487.0,MSP,11433.0,DTW,1758,1755.0,-3.0,0.0,2042,2036.0,-6.0,0.0,0.0,0.0,104.0,101.0,528.0
4346,2016,2,6,1,3,DL,N373DA,281,11433.0,DTW,14747.0,SEA,841,839.0,-2.0,0.0,1040,1034.0,-6.0,0.0,0.0,0.0,299.0,295.0,1927.0
2388,2016,1,3,25,5,DL,N956DL,2246,11433.0,DTW,10397.0,ATL,1626,1627.0,1.0,0.0,1831,1818.0,-13.0,0.0,0.0,0.0,125.0,111.0,594.0
2155,2016,1,3,19,6,DL,N928AT,858,13487.0,MSP,12478.0,JFK,905,915.0,10.0,0.0,1249,1257.0,8.0,0.0,0.0,0.0,164.0,162.0,1029.0
1026,2016,1,2,8,1,DL,N849DN,1852,10397.0,ATL,14747.0,SEA,1115,1117.0,2.0,0.0,1353,1339.0,-14.0,0.0,0.0,0.0,338.0,322.0,2182.0
770,2016,1,1,5,2,DL,N348NB,2221,13487.0,MSP,14747.0,SEA,1130,1127.0,-3.0,0.0,1322,1253.0,-29.0,0.0,0.0,0.0,232.0,206.0,1399.0
3532,2016,2,5,4,3,DL,N820DN,2218,14747.0,SEA,11433.0,DTW,934,932.0,-2.0,0.0,1706,1648.0,-18.0,0.0,0.0,0.0,272.0,256.0,1927.0
2358,2016,1,3,6,7,DL,N958DN,856,13487.0,MSP,10397.0,ATL,858,859.0,1.0,0.0,1229,1215.0,-14.0,0.0,0.0,0.0,151.0,136.0,907.0
1508,2016,1,2,28,7,DL,N975AT,984,10397.0,ATL,12478.0,JFK,2050,2050.0,0.0,0.0,2313,2257.0,-16.0,0.0,0.0,0.0,143.0,127.0,760.0
55,2016,1,1,3,7,DL,N841DN,483,12478.0,JFK,14747.0,SEA,1625,1705.0,40.0,1.0,1951,2023.0,32.0,1.0,0.0,0.0,386.0,378.0,2422.0
115,2016,1,1,5,2,DL,N961AT,984,10397.0,ATL,12478.0,JFK,2050,2049.0,-1.0,0.0,2315,2248.0,-27.0,0.0,0.0,0.0,145.0,119.0,760.0
3396,2016,2,4,3,7,DL,N918DH,2065,13487.0,MSP,10397.0,ATL,1932,1928.0,-4.0,0.0,2302,2236.0,-26.0,0.0,0.0,0.0,150.0,128.0,907.0
1291,2016,1,2,18,4,DL,N382DA,2834,13487.0,MSP,14747.0,SEA,659,656.0,-3.0,0.0,854,845.0,-9.0,0.0,0.0,0.0,235.0,229.0,1399.0
3451,2016,2,5,2,1,DL,N938DN,1122,10397.0,ATL,13487.0,MSP,1205,1204.0,-1.0,0.0,1344,1322.0,-22.0,0.0,0.0,0.0,159.0,138.0,907.0
2948,2016,2,4,19,2,DL,N814DN,17,10397.0,ATL,14747.0,SEA,1100,1057.0,-3.0,0.0,1341,1258.0,-43.0,0.0,0.0,0.0,341.0,301.0,2182.0
4353,2016,2,6,1,3,DL,N6714Q,888,13487.0,MSP,10397.0,ATL,1620,1614.0,-6.0,0.0,1953,2012.0,19.0,1.0,0.0,0.0,153.0,178.0,907.0
4762,2016,2,6,14,2,DL,N6716C,915,14747.0,SEA,12478.0,JFK,2140,2140.0,0.0,0.0,601,541.0,-20.0,0.0,0.0,0.0,321.0,301.0,2422.0
1720,2016,1,3,31,4,DL,N850DN,1107,10397.0,ATL,14747.0,SEA,1932,1930.0,-2.0,0.0,2205,2146.0,-19.0,0.0,0.0,0.0,333.0,316.0,2182.0
2068,2016,1,3,14,1,DL,N951DL,2803,12478.0,JFK,10397.0,ATL,1721,1721.0,0.0,0.0,2007,2011.0,4.0,0.0,0.0,0.0,166.0,170.0,760.0
