Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Flight Duration (mins),Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance (N.Mil)
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,AA,IB,American Airlines,Iberia Lineas Aereas de Espana Sociedad Anonima Operadora,YES,747,BOEING,7455,20001101,20001107,13:15,15:20,485,1,8, , 1-34567 ,AIR,6,,,3118.0
CWL,CARDIFF AIRPORT,CARDIFF,UNITED KINGDOM,WESTERN EUROPE,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NW,WA,NORTHWEST AIRLINES INC.,KLM Cityhopper,YES,F50,FOKKER,8258,20010301,20010331,06:15,09:00,105,,,Y, 1234567 ,AIR,7,,,315.0
DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,NORTH AMERICA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,AC,UA,Air Canada,"United Airlines, Inc.",YES,727,BOEING,5620,20001101,20001130,6:25,9:08,103,,B,Y, 12345-- ,AIR,5,,,560.0
PMI,PALMA MALLORCA AIRPORT,PALMA  MALLORCA,SPAIN,WESTERN EUROPE,STR,STUTTGART AIRPORT,STUTTGART,GERMANY,WESTERN EUROPE,LT,LT,"LongJiang Airlines Co., Ltd.","LongJiang Airlines Co., Ltd.",NO,757,BOEING,7781,20001105,20001130,21:10,23:10,120,,1, , ------7 ,AIR,1,210.0,0.13,621.0
KMG,CHANGSHUI INTERNATIONAL AIRPORT,KUNMING,CHINA,FAR EAST ASIA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,FM,FM,Shanghai Airlines Co. Ltd.,Shanghai Airlines Co. Ltd.,NO,737,BOEING,452,20001101,20001130,16:00,18:40,160,,, ,1234567,AIR,7,854.0,0.9,1058.0
YUL,PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT,MONTREAL,CANADA,NORTH AMERICA,YHZ,STANFIELD INTERNATIONAL AIRPORT,HALIFAX,CANADA,NORTH AMERICA,CP,QK,Compass Airlines LLC,Jazz Aviation LP,YES,142,BAe,2892,20001101,20001130,15:55,18:26,91,,, ,1234567,AIR,7,,,435.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,CID,THE EASTERN IOWA AIRPORT,CEDAR RAPIDS,UNITED STATES,NORTH AMERICA,UA,UA,"United Airlines, Inc.","United Airlines, Inc.",NO,735,BOEING,1805,20001101,20001130,19:40,20:41,61,1,, ,1234567,AIR,7,770.0,0.13,170.0
PNQ,LOHEGAON AIRPORT,PUNE,INDIA,ASIA SUB-CONTINENT,BLR,KEMPEGOWDA INTL AIRPORT,BENGALURU,INDIA,ASIA SUB-CONTINENT,9W,9W,Jet Airways (India) Limited,Jet Airways (India) Limited,NO,738,BOEING,446,20001101,20001130,14:00,15:20,80,,, ,1234567,AIR,7,1071.0,0.42,393.0
KHI,JINNAH INTERNATIONAL AIRPORT,KARACHI,PAKISTAN,ASIA SUB-CONTINENT,ISB,ISLAMABAD INTERNATIONAL AIRPORT,ISLAMABAD,PAKISTAN,ASIA SUB-CONTINENT,PK,PK,Pakistan International Airlines,Pakistan International Airlines,NO,310,AIRBUS,308,20010301,20010331,16:00,17:55,115,,, , -2-4-6- ,AIR,3,597.0,0.37,612.0
CHC,CHRISTCHURCH INTERNATIONAL AIRPORT,CHRISTCHURCH,NEW ZEALAND,PACIFIC,WLG,WELLINGTON INTERNATIONAL AIRPORT,WELLINGTON,NEW ZEALAND,PACIFIC,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,737,BOEING,438,20010301,20010317,11:45,12:30,45,M,, , -----6- ,AIR,1,122.0,0.02,165.0
MTT,COATZACOALCOS AIRPORT,MINATITLAN,MEXICO,NORTH AMERICA,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,MX,VW,COMPANIA MEXICANA DE AVIACION,"Transportes Aeromar, S.A de C.V",YES,ATR,ATR,4658,20010301,20010331,15:05,16:30,85,,, , -----6- ,AIR,1,,,265.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,ANC,TED STEVENS INTERNATIONAL AIRPORT,ANCHORAGE,UNITED STATES,NORTH AMERICA,CO,AS,Cobaltair Ltd,Alaska Airlines,YES,73G,BOEING,8199,20010301,20010331,20:42,23:20,218,,,Y, -----6- ,AIR,1,,,1260.0
SDY,RICHLAND MUNICIPAL AIRPORT,SIDNEY,UNITED STATES,NORTH AMERICA,BIS,BISMARCK MUNICIPAL AIRPORT,BISMARCK,UNITED STATES,NORTH AMERICA,GQ,GQ,Sky Express S.A.,Sky Express S.A.,NO,SWM,Fairchild,2564,20001101,20001130,12:38,14:28,50,,, , 12345-7 ,AIR,6,114.0,0.02,151.0
MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,DTM,DORTMUND AIRPORT,DORTMUND,GERMANY,WESTERN EUROPE,EW,EW,Eurowings GmbH,Eurowings GmbH,NO,ATR,ATR,719,20001101,20001130,19:55,21:20,85,,, , ------7 ,AIR,1,46.0,0.01,250.0
GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,GREENVILLE,UNITED STATES,NORTH AMERICA,PIT,PITTSBURGH INTERNATIONAL AIRPORT,PITTSBURGH,UNITED STATES,NORTH AMERICA,US,16,US AIRWAYS INC.,PSA Airlines Inc,NO,D38,Dornier,4062,20001101,20001130,11:05,12:44,99,,, ,1234567,AIR,7,203.0,0.07,352.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,SBA,SANTA BARBARA MUNICIPAL AIRPORT,SANTA BARBARA,UNITED STATES,NORTH AMERICA,YX,AA,"Republic Airline, Inc",American Airlines,YES,SF3,Saab,3086,20001101,20001130,18:40,19:23,43,4,,Y,1234567,AIR,7,,,78.0
EOH,ENRIQUE OLAYA HERRERA AIRPORT,MEDELLIN,COLOMBIA,SOUTH AMERICA,APO,CAREPA - A.R. BETANCOURT AIRPORT,APARTADO,COLOMBIA,SOUTH AMERICA,VX,VX,Virgin America Inc.,Virgin America Inc.,NO,AT4,ATR,7260,20001101,20001130,6:10,6:55,45,,, , 123456- ,AIR,6,288.0,0.04,128.0
VIE,VIENNA INTERNATIONAL AIRPORT,VIENNA,AUSTRIA,WESTERN EUROPE,ESB,ESENBOGA AIRPORT,ANKARA,TURKEY,EASTERN EUROPE,OS,OS,Austrian Airlines AG dba Austrian,Austrian Airlines AG dba Austrian,NO,F70,FOKKER,897,20001101,20001104,10:20,13:50,150,,, , --3--67 ,AIR,2,142.0,0.12,858.0
GSP,GREENVILLE-SPARTANBURG INTERNATIONAL AIRPORT,GREENVILLE,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,UA,DH,"United Airlines, Inc.",Norwegian Air Norway AS,NO,CRJ,Bombardier,7899,20010301,20010331,20:25,21:15,110,,2, , 1234567 ,AIR,7,350.0,0.18,507.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,737,BOEING,4279,20010301,20010301,06:35,09:20,165,1,1, , ---4--- ,AIR,1,122.0,0.09,776.0
MTY,MARIANO ESCOBEDO INTL AIRPORT,MONTERREY,MEXICO,NORTH AMERICA,QRO,QUERETARO INTL AIRPORT,QUERETARO,MEXICO,NORTH AMERICA,VW,VW,"Transportes Aeromar, S.A de C.V","Transportes Aeromar, S.A de C.V",NO,ATR,ATR,301,20001101,20001130,20:25,21:55,90,,, , 12345-7 ,AIR,6,288.0,0.09,317.0
ADZ,GUSTAVO R. PINILLA INT AIRPORT,SAN ANDRES ISLAND,COLOMBIA,SOUTH AMERICA,SJO,JUAN SANTAMARIA INTERNATIONAL AIRPORT,SAN JOSE,COSTA RICA,CENTRAL AMERICA,LR,LR,Avianca Costa Rica SA,Avianca Costa Rica SA,NO,ATR,ATR,715,20010301,20010331,16:10,16:28,78,,, , 1234567 ,AIR,7,322.0,0.07,215.0
MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,LPA,GRAN CANARIA AIRPORT,LAS PALMAS,SPAIN,WESTERN EUROPE,JK,JK,Aerolinea Del Caribe S.A. dba Aercaribe S.A.,Aerolinea Del Caribe S.A. dba Aercaribe S.A.,NO,M83,MCDONNELL-DOUGLAS,839,20001101,20001130,21:40,23:30,170,2,, , 12345-7 ,AIR,6,1020.0,0.97,951.0
BOO,BODO AIRPORT,BODO,NORWAY,WESTERN EUROPE,LKN,LEKNES AIRPORT,LEKNES,NORWAY,WESTERN EUROPE,WF,WF,Wideroe's Flyveselskap A/S,Wideroe's Flyveselskap A/S,NO,DH1,De Havilland Canada,804,20001101,20001130,8:55,9:20,25,,, , 123456- ,AIR,6,222.0,0.01,57.0
ELP,EL PASO INTERNATIONAL AIRPORT,EL PASO,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,HP,HP,Amapola Flyg AB,Amapola Flyg AB,NO,73S,BOEING,620,20010301,20010331,06:26,07:40,74,,4, , 123456- ,AIR,6,678.0,0.2,300.0
SNA,JOHN WAYNE AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,PIT,PITTSBURGH INTERNATIONAL AIRPORT,PITTSBURGH,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,319,AIRBUS,142,20010301,20010331,07:30,14:57,267,,, , 123456- ,AIR,6,744.0,1.36,1832.0
JLN,JOPLIN REGIONAL AIRPORT,JOPLIN,UNITED STATES,NORTH AMERICA,STL,LAMBERT-ST LOUIS INTERNATIONAL AIRPORT,ST LOUIS,UNITED STATES,NORTH AMERICA,TW,9N,T'Way Air Co. Ltd,Tropic Air Limited,NO,J41,BAe,7060,20010301,20010331,06:00,07:10,70,,M, , 123456- ,AIR,6,174.0,0.04,222.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NCE,COTE D'AZUR AIRPORT,NICE,FRANCE,WESTERN EUROPE,KL,WA,KLM Royal Dutch Airlines,KLM Cityhopper,NO,F70,FOKKER,1265,20010301,20010324,14:00,15:55,115,,1, , -----6- ,AIR,1,80.0,0.04,528.0
GRR,GERALD R. FORD INTL AIRPORT,GRAND RAPIDS,UNITED STATES,NORTH AMERICA,MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,319,AIRBUS,6027,20010301,20010330,18:40,19:10,90,,M,Y, 12345-7 ,AIR,6,,,354.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,NORTH AMERICA,NW,QX,NORTHWEST AIRLINES INC.,Horizon Air Industries Inc.,YES,DH8,De Havilland Canada,2095,20010301,20010331,07:30,08:20,50,,,Y, 1234567 ,AIR,7,,,110.0
UAK,NARSARSUAQ AIRPORT,NARSARSUAQ,GREENLAND,NORTH AMERICA,GOH,NUUK AIRPORT,NUUK,GREENLAND,NORTH AMERICA,GL,GL,Air Greenland A/S,Air Greenland A/S,NO,DH7,De Havilland Canada,410,20010301,20010321,11:45,13:10,85,,, , --3---- ,AIR,1,44.0,0.01,250.0
QZX,OFF-LINE POINT,,,,LAS,MCCARRAN INTERNATIONAL AIRPORT,LAS VEGAS,UNITED STATES,NORTH AMERICA,N7,N7,Nordic Regional Airlines Oy,Nordic Regional Airlines Oy,NO,757,BOEING,318,20001101,20001130,23:00,1:00,600,,M,A, -23---- ,AIR,2,350.0,,
LUX,LUXEMBOURG AIRPORT,LUXEMBOURG,LUXEMBOURG,WESTERN EUROPE,MAD,ADOLFO SUAREZ-BARAJAS AIRPORT,MADRID,SPAIN,WESTERN EUROPE,LG,LG,Luxair,Luxair,NO,ER4,EMBRAER,3433,20010301,20010331,11:00,13:15,135,,1, , 12345-- ,AIR,5,245.0,0.17,698.0
TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,BRU,BRUSSELS AIRPORT,BRUSSELS,BELGIUM,WESTERN EUROPE,SN,LY,Brussels Airlines,El Al Israel Airlines Ltd.,YES,738,BOEING,5142,20001103,20001103,4:20,8:35,315,,, , ----5-- ,AIR,1,,,1760.0
ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,SJC,NORMAN Y. MINETA INTERNATIONAL,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,SR,AA,SundAir Gmbh,American Airlines,YES,738,BOEING,7566,20001101,20001130,15:15,17:44,269,5,A,O,1234567,AIR,7,,,1590.0
MKY,MACKAY AIRPORT,MACKAY,AUSTRALIA,AUSTRALIA,ROK,ROCKHAMPTON AIRPORT,ROCKHAMPTON,AUSTRALIA,AUSTRALIA,QF,QF,Qantas Airways Ltd.,Qantas Airways Ltd.,NO,DH8,De Havilland Canada,2307,20001101,20001130,13:30,14:20,50,,, , 12345-- ,AIR,5,180.0,0.03,152.0
HSV,HUNTSVILLE INTL - CARL T. JONES FIELD AIRPORT,HUNTSVILLE,UNITED STATES,NORTH AMERICA,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,AM,DL,Aeromexico Aerovias de Mexico S.A. de C.V.,"Delta Air Lines, Inc.",YES,737,BOEING,5786,20010301,20010331,06:55,08:51,56,,,O, 1234567 ,AIR,7,,,131.0
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHOENIX,UNITED STATES,NORTH AMERICA,AF,CO,Air France,Cobaltair Ltd,YES,73G,BOEING,8296,20001104,20001130,17:10,20:45,335,C,4,I, -----6- ,AIR,1,,,1858.0
SXB,ENTZHEIM AIRPORT,STRASBOURG,FRANCE,WESTERN EUROPE,CMN,MOHAMMED V AIRPORT,CASABLANCA,MOROCCO,NORTH AFRICA,AF,AT,Air France,Royal Air Maroc,YES,737,BOEING,3364,20001102,20001129,19:00,21:20,200,,, , ---4-6- ,AIR,2,,,1151.0
MCO,ORLANDO INTERNATIONAL AIRPORT,ORLANDO,UNITED STATES,NORTH AMERICA,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,CM,3M,"Compania Panamena de Aviacion, S.A. (COPA)",Silver Airways Corp,YES,BE1,Beech,3327,20001101,20001130,16:45,17:55,70,,,O, -----67 ,AIR,2,,,171.0
TNR,IVATO INTERNATIONAL AIRPORT,ANTANANARIVO,MADAGASCAR,EAST AFRICA,MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,MD,MD,Air Madagascar,Air Madagascar,NO,733,BOEING,286,20001103,20001130,7:20,10:00,100,,, , ----5-- ,AIR,1,138.0,0.08,580.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,KLU,KLAGENFURT AIRPORT,KLAGENFURT,AUSTRIA,WESTERN EUROPE,LH,VO,Deutsche Lufthansa AG,VLM Airlines D.D.,YES,DH8,De Havilland Canada,2818,20001101,20001130,11:30,13:05,95,1,, ,1234567,AIR,7,,,308.0
YUL,PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT,MONTREAL,CANADA,NORTH AMERICA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,KL,NW,KLM Royal Dutch Airlines,NORTHWEST AIRLINES INC.,YES,D9S,MCDONNELL-DOUGLAS,5107,20001101,20001122,19:40,21:41,121,,M,A, 12345-7 ,AIR,6,,,462.0
LAB,LAB LAB AIRPORT,LABLAB,PAPUA NEW GUINEA,AUSTRALIA,BXZ,BUNSIL AIRPORT,BUNSIL,PAPUA NEW GUINEA,AUSTRALIA,N9,N9,Shree Airlines Pvt. Ltd.,Shree Airlines Pvt. Ltd.,NO,BNI,Britten Norman,19,20001101,20001130,11:10,11:20,10,,, , -2-4-6- ,AIR,3,24.0,,
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,AS,QX,Alaska Airlines,Horizon Air Industries Inc.,NO,DH8,De Havilland Canada,2230,20010301,20010331,08:30,09:20,50,,M, , 1234567 ,AIR,7,259.0,0.03,115.0
LCA,LARNACA AIRPORT,LARNACA,CYPRUS,EASTERN EUROPE,TLV,BEN GURION INTERNATIONAL AIRPORT,TEL AVIV YAFO BEN GURION,ISRAEL,MIDDLE EAST,CY,CY,Charlie Airlines Limited,Charlie Airlines Limited,NO,320,AIRBUS,428,20001101,20001130,22:30,23:30,60,,, , -234--- ,AIR,3,495.0,0.09,182.0
GVA,GENEVA INTERNATIONAL AIRPORT,GENEVA,SWITZERLAND,WESTERN EUROPE,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,SR,SR,SundAir Gmbh,SundAir Gmbh,NO,319,AIRBUS,943,20001101,20001130,18:55,19:45,50,M,A, , 1------ ,AIR,1,110.0,0.01,130.0
BBU,BANEASA - AUREL VLAICU AIRPORT,BUCHAREST,ROMANIA,EASTERN EUROPE,CLJ,NAPOCA AIRPORT,CLUJ,ROMANIA,EASTERN EUROPE,RO,RO,Compania Nationala de Transporturi Aeriene Romane TAROM S.A.,Compania Nationala de Transporturi Aeriene Romane TAROM S.A.,NO,AT5,ATR,649,20001101,20001130,19:45,20:45,60,,, , ---4--- ,AIR,1,46.0,0.01,171.0
ZLO,PLAYA DE ORO INTL AIRPORT,MANZANILLO,MEXICO,NORTH AMERICA,MEX,BENITO JUAREZ INTL AIRPORT,MEXICO CITY,MEXICO,NORTH AMERICA,VW,MX,"Transportes Aeromar, S.A de C.V",COMPANIA MEXICANA DE AVIACION,YES,72S,BOEING,2551,20001101,20001130,15:30,16:45,75,,, , -2----- ,AIR,1,,,313.0
KHH,KAOHSIUNG INTERNATIONAL AIRPORT,KAOHSIUNG,TAIWAN,FAR EAST ASIA,TXG,TAICHUNG,TAICHUNG,TAIWAN,FAR EAST ASIA,AE,AE,Mandarin Airlines Ltd.,Mandarin Airlines Ltd.,NO,F50,FOKKER,7456,20001101,20001130,18:35,19:15,40,,, ,1234567,AIR,7,350.0,0.03,93.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,NCL,NEWCASTLE INTERNATIONAL AIRPORT,NEWCASTLE,UNITED KINGDOM,WESTERN EUROPE,BA,BA,British Airways p.l.c.,British Airways p.l.c.,NO,757,BOEING,1324,20001101,20001130,7:25,8:30,65,1,, , -2345-- ,AIR,4,720.0,0.16,220.0
HBA,HOBART INTERNATIONAL AIRPORT,HOBART,AUSTRALIA,AUSTRALIA,MEL,MELBOURNE AIRPORT,MELBOURNE,AUSTRALIA,AUSTRALIA,AN,KD,"Advanced Air, LLC",Western Global Airlines LLC,NO,CR1,Bombardier,570,20010301,20010324,06:05,07:20,75,D,, , 1234567 ,AIR,7,700.0,0.23,330.0
OSL,OSLO AIRPORT,OSLO,NORWAY,WESTERN EUROPE,BGO,FLESLAND AIRPORT,BERGEN,NORWAY,WESTERN EUROPE,BU,BU,Compagnie Africaine d'Aviation,Compagnie Africaine d'Aviation,NO,73G,BOEING,65,20001101,20001130,12:45,13:35,50,,, , 1-345-- ,AIR,4,544.0,0.1,175.0
CLT,DOUGLAS INTERNATIONAL AIRPORT,CHARLOTTE,UNITED STATES,NORTH AMERICA,LGA,LAGUARDIA AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,US,US,US AIRWAYS INC.,US AIRWAYS INC.,NO,733,BOEING,816,20001101,20001111,12:10,13:54,104,,US, ,1234567,AIR,7,882.0,0.42,476.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,AC,AC,Air Canada,Air Canada,NO,319,AIRBUS,547,20001101,20001130,16:00,18:46,166,2,M, ,1234567,AIR,7,784.0,0.74,947.0
YOW,MACDONALD-CARTIER INTL AIRPORT,OTTAWA,CANADA,NORTH AMERICA,YUL,PIERRE ELLIOTT TRUDEAU INTERNATIONAL AIRPORT,MONTREAL,CANADA,NORTH AMERICA,QN,QN,Skytrans Regional PTY Ltd.,Skytrans Regional PTY Ltd.,NO,737,BOEING,6549,20010301,20010331,08:55,09:30,35,,, , ---4--- ,AIR,1,122.0,0.01,78.0
CLE,HOPKINS INTERNATIONAL AIRPORT,CLEVELAND,UNITED STATES,NORTH AMERICA,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,NORTH AMERICA,HP,CO,Amapola Flyg AB,Cobaltair Ltd,YES,738,BOEING,1997,20001101,20001130,17:45,19:49,184,,C,Y, 12345-7 ,AIR,6,,,951.0
JNB,O.R. TAMBO INTERNATIONAL AIRPORT,JOHANNESBURG,SOUTH AFRICA,SOUTHERN AFRICA,DUR,KING SHAKA INTERNATIONAL AIRPORT,DURBAN,SOUTH AFRICA,SOUTHERN AFRICA,SA,SA,South African Airways,South African Airways,NO,73S,BOEING,527,20010301,20010331,06:00,07:10,70,,, , 12345-- ,AIR,5,535.0,0.14,269.0
CMH,JOHN GLENN INTERNATIONAL AIRPORT,COLUMBUS,UNITED STATES,NORTH AMERICA,ORD,O'HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,NORTH AMERICA,AA,MQ,American Airlines,Envoy Air Inc.,NO,ERJ,EMBRAER,4012,20001101,20001130,12:50,13:14,84,,3, ,1234567,AIR,7,350.0,0.09,257.0
ARN,ARLANDA AIRPORT,STOCKHOLM,SWEDEN,WESTERN EUROPE,QYX,UPPSALA RAILWAY SERVICE,UPPSALA C,SWEDEN,WESTERN EUROPE,SK,9B,Scandinavian Airlines System,AccesRail and Partner Railway,YES,TRN,Surface Equipment,6068,20010301,20010324,16:30,16:50,20,TN,,Y, -----67 ,TRAIN,2,,,10.0
ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,NORTH AMERICA,RDU,RALEIGH/DURHAM INTERNATIONAL AIRPORT,DURHAM,UNITED STATES,NORTH AMERICA,JI,JI,Meraj Air,Meraj Air,NO,CRJ,Bombardier,46,20001101,20001130,9:40,11:00,80,,C, , 12345-- ,AIR,5,250.0,0.08,310.0
PNS,PENSACOLA INTERNATIONAL AIRPORT,PENSACOLA,UNITED STATES,NORTH AMERICA,MEM,MEMPHIS INTERNATIONAL AIRPORT,MEMPHIS,UNITED STATES,NORTH AMERICA,NW,9E,NORTHWEST AIRLINES INC.,Endeavor Air,NO,SF3,Saab,5628,20001101,20001130,6:00,7:55,115,,, ,1234567,AIR,7,210.0,0.07,313.0
ZNZ,ZANZIBAR INTERNATIONAL AIRPORT,ZANZIBAR,TANZANIA,EAST AFRICA,DAR,JULIUS NYERERE INTERNATIONAL AIRPORT,DAR ES SALAAM,TANZANIA,EAST AFRICA,MK,TC,Air Mauritius Ltd,Air Tanzania Company Ltd.,YES,733,BOEING,541,20001101,20001130,14:35,14:55,20,,,A, -2--5-- ,AIR,2,,,43.0
RTM,ROTTERDAM AIRPORT,ROTTERDAM,NETHERLANDS,WESTERN EUROPE,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,TRN,Surface Equipment,262,20010301,20010324,16:31,17:16,45,,,N, 1234567 ,TRAIN,7,7.0,0.0,25.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,YYC,CALGARY INTERNATIONAL AIRPORT,CALGARY,CANADA,NORTH AMERICA,CO,NW,Cobaltair Ltd,NORTHWEST AIRLINES INC.,YES,319,AIRBUS,6543,20010303,20010331,11:15,13:14,179,M,,Y, -----67 ,AIR,2,,,913.0
GYN,SANTA GENOVEVA AIRPORT,GOIANIA,BRAZIL,SOUTH AMERICA,CGB,MARECHAL RONDON INTL AIRPORT,CUIABA,BRAZIL,SOUTH AMERICA,VP,VP,Villa Air Pvt. Ltd. dba Villa Air,Villa Air Pvt. Ltd. dba Villa Air,NO,73S,BOEING,251,20001101,20001130,23:00,23:29,89,,, ,1234567,AIR,7,826.0,0.33,402.0
LBF,NORTH PLATTE REGIONAL (LEE BIRD FIELD) AIRPORT,NORTH PLATTE,UNITED STATES,NORTH AMERICA,DEN,DENVER INTERNATIONAL AIRPORT,DENVER,UNITED STATES,NORTH AMERICA,UA,ZK,"United Airlines, Inc.","Great Lakes Aviation, Ltd.",NO,BE1,Beech,6562,20001101,20001130,7:09,7:15,66,,, , 123456- ,AIR,6,114.0,0.02,195.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,32S,AIRBUS,3901,20001101,20001130,10:05,12:15,130,B,1, ,1234567,AIR,7,1050.0,0.55,524.0
SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,NORTH AMERICA,SNA,JOHN WAYNE AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,AS,AS,Alaska Airlines,Alaska Airlines,NO,734,BOEING,416,20010301,20010331,17:02,19:36,154,,, , -----67 ,AIR,2,276.0,0.24,853.0
EDI,EDINBURGH AIRPORT,EDINBURGH,UNITED KINGDOM,WESTERN EUROPE,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,NW,UK,NORTHWEST AIRLINES INC.,Tata Sia Airline Ltda,YES,100,FOKKER,4980,20010301,20010331,15:35,18:10,95,,,Y, 1234567 ,AIR,7,,,366.0
ORY,ORLY FIELD,PARIS,FRANCE,WESTERN EUROPE,MRS,MARSEILLE AIRPORT,MARSEILLE,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,320,AIRBUS,6020,20001101,20001130,12:05,13:20,75,W,2, ,1234567,AIR,7,1050.0,0.36,347.0
