,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,TAIL_NUM,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DEL15,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DEL15,CANCELLED
10530,2016,4,12,8,4,DL,N956DL,468,ATL,JFK,1759,1759.0,0.0,0.0,2030,2027.0,-3.0,0.0,0.0
10629,2016,4,12,12,1,DL,N659DL,325,DTW,ATL,1345,1354.0,9.0,0.0,1552,1602.0,10.0,0.0,0.0
10520,2016,4,12,8,4,DL,N6716C,1563,MSP,ATL,730,725.0,-5.0,0.0,1104,1048.0,-16.0,0.0,0.0
10832,2016,4,12,20,2,DL,N377NW,2219,DTW,MSP,1005,1001.0,-4.0,0.0,1109,1100.0,-9.0,0.0,0.0
10560,2016,4,12,9,5,DL,N378NW,86,MSP,DTW,1345,1344.0,-1.0,0.0,1625,1608.0,-17.0,0.0,0.0
10634,2016,4,12,12,1,DL,N823DX,591,MSP,ATL,1940,1939.0,-1.0,0.0,2315,2251.0,-24.0,0.0,0.0
10482,2016,4,12,6,2,DL,N963DN,2345,MSP,ATL,1010,1035.0,25.0,1.0,1345,1421.0,36.0,1.0,0.0
10989,2016,4,12,23,5,DL,N825DN,2278,SEA,DTW,600,556.0,-4.0,0.0,1322,1257.0,-25.0,0.0,0.0
10842,2016,4,12,21,3,DL,N985AT,1865,DTW,MSP,834,909.0,35.0,1.0,947,1012.0,25.0,1.0,0.0
10438,2016,4,12,4,7,DL,N678DL,1715,DTW,ATL,1020,1025.0,5.0,0.0,1225,1236.0,11.0,0.0,0.0
10718,2016,4,12,14,3,DL,N3757D,2515,ATL,JFK,1035,1035.0,0.0,0.0,1249,1236.0,-13.0,0.0,0.0
10642,2016,4,12,13,2,DL,N397DA,428,JFK,SEA,1335,1339.0,4.0,0.0,1654,1700.0,6.0,0.0,0.0
10266,2016,4,11,2,3,DL,N685DA,1486,MSP,ATL,724,729.0,5.0,0.0,1050,1054.0,4.0,0.0,0.0
11130,2016,4,12,30,5,DL,N867DN,2287,MSP,ATL,1901,1907.0,6.0,0.0,2240,2232.0,-8.0,0.0,0.0
10584,2016,4,12,11,7,DL,N902DA,946,ATL,MSP,2220,2216.0,-4.0,0.0,2359,2352.0,-7.0,0.0,0.0
10308,2016,4,11,4,5,DL,N1612T,1060,SEA,ATL,1039,1106.0,27.0,1.0,1832,1837.0,5.0,0.0,0.0
10948,2016,4,12,23,5,DL,N925AT,421,DTW,JFK,1955,1958.0,3.0,0.0,2145,2208.0,23.0,1.0,0.0
10019,2016,4,11,25,5,DL,N690DL,2174,DTW,ATL,1750,1749.0,-1.0,0.0,1956,1949.0,-7.0,0.0,0.0
10306,2016,4,11,3,4,DL,N695DL,1471,ATL,MSP,1755,1753.0,-2.0,0.0,1940,1934.0,-6.0,0.0,0.0
10487,2016,4,12,7,3,DL,N359NW,53,MSP,DTW,1540,1546.0,6.0,0.0,1820,1816.0,-4.0,0.0,0.0
10116,2016,4,11,29,2,DL,N6712B,721,SEA,MSP,645,638.0,-7.0,0.0,1205,1152.0,-13.0,0.0,0.0
11110,2016,4,12,28,3,DL,N690DL,588,SEA,MSP,1125,1154.0,29.0,1.0,1655,1658.0,3.0,0.0,0.0
10964,2016,4,12,24,6,DL,N539US,968,SEA,ATL,745,748.0,3.0,0.0,1535,1521.0,-14.0,0.0,0.0
11017,2016,4,12,26,1,DL,N323US,491,JFK,MSP,710,726.0,16.0,1.0,931,958.0,27.0,1.0,0.0
11095,2016,4,12,29,4,DL,N596NW,2638,SEA,DTW,2315,34.0,79.0,1.0,635,702.0,27.0,1.0,0.0
11209,2016,4,12,16,5,DL,N156DL,1108,MSP,ATL,1510,1530.0,20.0,1.0,1843,1911.0,28.0,1.0,0.0
11141,2016,4,12,29,4,DL,N851DN,2221,MSP,SEA,1119,1116.0,-3.0,0.0,1311,1323.0,12.0,0.0,0.0
10977,2016,4,12,24,6,DL,N697DL,1640,DTW,ATL,710,710.0,0.0,0.0,931,923.0,-8.0,0.0,0.0
10043,2016,4,11,24,4,DL,N952DN,2388,ATL,MSP,1050,1250.0,120.0,1.0,1227,1409.0,102.0,1.0,0.0
10239,2016,4,11,27,7,DL,N686DA,653,ATL,MSP,2356,2354.0,-2.0,0.0,135,121.0,-14.0,0.0,0.0
10250,2016,4,11,1,2,DL,N387DA,1267,ATL,DTW,1800,1759.0,-1.0,0.0,2000,1952.0,-8.0,0.0,0.0
11162,2016,4,12,31,6,DL,N823DN,956,ATL,MSP,1456,1500.0,4.0,0.0,1638,1632.0,-6.0,0.0,0.0
10552,2016,4,12,8,4,DL,N864DN,2237,MSP,SEA,1530,1529.0,-1.0,0.0,1719,1713.0,-6.0,0.0,0.0
10726,2016,4,12,14,3,DL,N857DZ,1495,MSP,SEA,1950,1948.0,-2.0,0.0,2145,2210.0,25.0,1.0,0.0
10630,2016,4,12,12,1,DL,N983DL,420,ATL,JFK,1212,1223.0,11.0,0.0,1430,1419.0,-11.0,0.0,0.0
10687,2016,4,12,14,3,DL,N361NW,86,MSP,DTW,1345,1342.0,-3.0,0.0,1625,1621.0,-4.0,0.0,0.0
10805,2016,4,12,19,1,DL,N685DA,1625,ATL,DTW,1355,1410.0,15.0,1.0,1553,1555.0,2.0,0.0,0.0
11192,2016,4,12,3,6,DL,N846DN,588,SEA,MSP,1134,1141.0,7.0,0.0,1659,1642.0,-17.0,0.0,0.0
10785,2016,4,12,18,7,DL,N995DL,42,ATL,JFK,1520,,,,1743,,,,1.0
11170,2016,4,12,30,5,DL,N596NW,1145,SEA,DTW,1148,1200.0,12.0,0.0,1914,1857.0,-17.0,0.0,0.0
10865,2016,4,12,20,2,DL,N593NW,1513,DTW,ATL,1658,1701.0,3.0,0.0,1911,1848.0,-23.0,0.0,0.0
10380,2016,4,12,1,4,DL,N861DN,1255,ATL,SEA,1650,1652.0,2.0,0.0,1926,1859.0,-27.0,0.0,0.0
10974,2016,4,12,16,5,DL,N960AT,2331,DTW,JFK,1740,1747.0,7.0,0.0,1937,1931.0,-6.0,0.0,0.0
10652,2016,4,12,12,1,DL,N840DN,967,ATL,SEA,1115,1124.0,9.0,0.0,1346,1416.0,30.0,1.0,0.0
10320,2016,4,11,4,5,DL,N171DN,477,JFK,ATL,1720,1719.0,-1.0,0.0,1950,1925.0,-25.0,0.0,0.0
10216,2016,4,11,18,5,DL,N591NW,2283,DTW,ATL,620,630.0,10.0,0.0,829,823.0,-6.0,0.0,0.0
10840,2016,4,12,21,3,DL,N823DN,1747,DTW,SEA,1536,1536.0,0.0,0.0,1740,1734.0,-6.0,0.0,0.0
10031,2016,4,11,26,6,DL,N707DN,477,JFK,ATL,1730,1729.0,-1.0,0.0,2005,1952.0,-13.0,0.0,0.0
11012,2016,4,12,26,1,DL,N673DL,95,ATL,DTW,1215,1240.0,25.0,1.0,1415,1429.0,14.0,0.0,0.0
10223,2016,4,11,20,7,DL,N867DN,53,MSP,DTW,1605,1605.0,0.0,0.0,1848,1830.0,-18.0,0.0,0.0
10702,2016,4,12,15,4,DL,N364NW,426,MSP,DTW,630,635.0,5.0,0.0,915,859.0,-16.0,0.0,0.0
10012,2016,4,11,26,6,DL,N857DZ,1770,SEA,MSP,1525,1524.0,-1.0,0.0,2046,2022.0,-24.0,0.0,0.0
10137,2016,4,11,1,2,DL,N839DN,87,DTW,MSP,1750,1749.0,-1.0,0.0,1857,1845.0,-12.0,0.0,0.0
10178,2016,4,11,30,3,DL,N952AT,2456,MSP,JFK,1025,1023.0,-2.0,0.0,1412,1358.0,-14.0,0.0,0.0
10249,2016,4,11,1,2,DL,N983AT,1096,DTW,MSP,1207,1159.0,-8.0,0.0,1303,1252.0,-11.0,0.0,0.0
11175,2016,4,12,31,6,DL,N624AG,1457,SEA,JFK,740,743.0,3.0,0.0,1603,1530.0,-33.0,0.0,0.0
11163,2016,4,12,31,6,DL,N537US,1057,ATL,SEA,1110,1208.0,58.0,1.0,1342,1434.0,52.0,1.0,0.0
10157,2016,4,11,28,1,DL,N362NB,2620,MSP,JFK,1943,1956.0,13.0,0.0,2329,2329.0,0.0,0.0,0.0
10404,2016,4,12,4,7,DL,N804DN,2221,MSP,SEA,1120,1132.0,12.0,0.0,1311,1319.0,8.0,0.0,0.0
10490,2016,4,12,7,3,DL,N393DA,2440,SEA,MSP,30,38.0,8.0,0.0,547,538.0,-9.0,0.0,0.0
11152,2016,4,12,31,6,DL,N840DN,39,DTW,SEA,835,834.0,-1.0,0.0,1043,1035.0,-8.0,0.0,0.0
10911,2016,4,12,22,4,DL,N1607B,1144,SEA,ATL,1015,1011.0,-4.0,0.0,1808,1741.0,-27.0,0.0,0.0
10532,2016,4,12,8,4,DL,N865DN,589,MSP,SEA,900,859.0,-1.0,0.0,1053,1113.0,20.0,1.0,0.0
10417,2016,4,12,4,7,DL,N828DN,201,ATL,MSP,845,843.0,-2.0,0.0,1024,1004.0,-20.0,0.0,0.0
10868,2016,4,12,19,1,DL,N369NB,2620,MSP,JFK,1950,2005.0,15.0,1.0,2338,2356.0,18.0,1.0,0.0
11129,2016,4,12,30,5,DL,N6708D,2253,MSP,SEA,1759,1756.0,-3.0,0.0,1957,1933.0,-24.0,0.0,0.0
10405,2016,4,12,4,7,DL,N865DN,2308,SEA,MSP,1330,1356.0,26.0,1.0,1855,1856.0,1.0,0.0,0.0
10858,2016,4,12,20,2,DL,N828DN,813,MSP,SEA,1438,1435.0,-3.0,0.0,1625,1638.0,13.0,0.0,0.0
10463,2016,4,12,6,2,DL,N993AT,421,DTW,JFK,1955,1951.0,-4.0,0.0,2145,2141.0,-4.0,0.0,0.0
10431,2016,4,12,4,7,DL,N176DZ,952,SEA,ATL,1215,1215.0,0.0,0.0,2010,1946.0,-24.0,0.0,0.0
11022,2016,4,12,26,1,DL,N550NW,956,ATL,MSP,1455,1459.0,4.0,0.0,1639,1649.0,10.0,0.0,0.0
11076,2016,4,12,28,3,DL,N590NW,2253,MSP,SEA,1759,1810.0,11.0,0.0,1957,2015.0,18.0,1.0,0.0
10717,2016,4,12,14,3,DL,N803DN,2424,SEA,DTW,1406,1422.0,16.0,1.0,2125,2107.0,-18.0,0.0,0.0
10711,2016,4,12,14,3,DL,N861DN,1783,DTW,SEA,1215,1227.0,12.0,0.0,1425,1437.0,12.0,0.0,0.0
10213,2016,4,11,18,5,DL,N861DN,2039,ATL,SEA,940,938.0,-2.0,0.0,1218,1144.0,-34.0,0.0,0.0
10325,2016,4,11,4,5,DL,N956DN,857,MSP,ATL,1112,1106.0,-6.0,0.0,1441,1412.0,-29.0,0.0,0.0
10207,2016,4,11,29,2,DL,N853DN,2237,MSP,SEA,1530,1527.0,-3.0,0.0,1719,1658.0,-21.0,0.0,0.0
10330,2016,4,11,5,6,DL,N813DN,1965,ATL,SEA,1655,1710.0,15.0,1.0,1922,1905.0,-17.0,0.0,0.0
10269,2016,4,11,2,3,DL,N3736C,1880,ATL,DTW,2105,2103.0,-2.0,0.0,2312,2259.0,-13.0,0.0,0.0
10201,2016,4,11,7,1,DL,N952DN,1381,ATL,DTW,1912,1915.0,3.0,0.0,2118,2107.0,-11.0,0.0,0.0
11002,2016,4,12,25,7,DL,N808DN,1410,SEA,JFK,1315,1309.0,-6.0,0.0,2136,2131.0,-5.0,0.0,0.0
10947,2016,4,12,23,5,DL,N840DN,269,SEA,ATL,1445,1444.0,-1.0,0.0,2232,2214.0,-18.0,0.0,0.0
10863,2016,4,12,20,2,DL,N959DL,1342,MSP,DTW,2012,2010.0,-2.0,0.0,2305,2237.0,-28.0,0.0,0.0
11044,2016,4,12,27,2,DL,N911DA,453,JFK,ATL,1335,1416.0,41.0,1.0,1615,1635.0,20.0,1.0,0.0
11053,2016,4,12,27,2,DL,N913DE,1267,ATL,DTW,1740,1737.0,-3.0,0.0,1942,1933.0,-9.0,0.0,0.0
10188,2016,4,11,30,3,DL,N823DN,721,SEA,MSP,645,643.0,-2.0,0.0,1205,1200.0,-5.0,0.0,0.0
10110,2016,4,11,29,2,DL,N923DN,356,ATL,MSP,2105,2104.0,-1.0,0.0,2250,2246.0,-4.0,0.0,0.0
10731,2016,4,12,15,4,DL,N900PC,1513,DTW,ATL,1634,1646.0,12.0,0.0,1840,1832.0,-8.0,0.0,0.0
10277,2016,4,11,2,3,DL,N377NW,23,DTW,MSP,1535,1531.0,-4.0,0.0,1638,1613.0,-25.0,0.0,0.0
10228,2016,4,11,20,7,DL,N861DA,468,ATL,JFK,1716,1802.0,46.0,1.0,1941,2041.0,60.0,1.0,0.0
10874,2016,4,12,20,2,DL,N707TW,427,JFK,SEA,1659,1659.0,0.0,0.0,2024,2044.0,20.0,1.0,0.0
10521,2016,4,12,7,3,DL,N686DA,2597,MSP,ATL,630,627.0,-3.0,0.0,1002,950.0,-12.0,0.0,0.0
10719,2016,4,12,14,3,DL,N969AT,2645,JFK,DTW,914,912.0,-2.0,0.0,1130,1111.0,-19.0,0.0,0.0
10744,2016,4,12,16,5,DL,N37700,356,ATL,MSP,2105,2210.0,65.0,1.0,2250,2346.0,56.0,1.0,0.0
10638,2016,4,12,13,2,DL,N310NW,86,MSP,DTW,1345,1427.0,42.0,1.0,1625,1655.0,30.0,1.0,0.0
10670,2016,4,12,12,1,DL,N659DL,2060,ATL,DTW,1055,1101.0,6.0,0.0,1250,1256.0,6.0,0.0,0.0
10585,2016,4,12,9,5,DL,N863DN,1145,SEA,DTW,2255,2316.0,21.0,1.0,614,613.0,-1.0,0.0,0.0
10054,2016,4,11,26,6,DL,N373DA,984,ATL,JFK,2110,2110.0,0.0,0.0,2334,2319.0,-15.0,0.0,0.0
10067,2016,4,11,26,6,DL,N704X,2350,ATL,JFK,810,808.0,-2.0,0.0,1022,1013.0,-9.0,0.0,0.0
11031,2016,4,12,26,1,DL,N862DN,1747,DTW,SEA,1536,1536.0,0.0,0.0,1740,1736.0,-4.0,0.0,0.0
10170,2016,4,11,29,2,DL,N859DN,1166,ATL,DTW,1635,1633.0,-2.0,0.0,1838,1818.0,-20.0,0.0,0.0
10173,2016,4,11,30,3,DL,N684DA,2005,ATL,DTW,725,723.0,-2.0,0.0,921,908.0,-13.0,0.0,0.0
10118,2016,4,11,28,1,DL,N802NW,1237,MSP,ATL,1945,1948.0,3.0,0.0,2319,2337.0,18.0,1.0,0.0
10104,2016,4,11,28,1,DL,N956DL,477,JFK,ATL,1730,1719.0,-11.0,0.0,2011,1949.0,-22.0,0.0,0.0
11202,2016,4,12,9,5,DL,N541US,2174,DTW,ATL,1750,1747.0,-3.0,0.0,1958,2003.0,5.0,0.0,0.0
10169,2016,4,11,29,2,DL,N3731T,1107,ATL,SEA,1945,1948.0,3.0,0.0,2226,2209.0,-17.0,0.0,0.0
10939,2016,4,12,22,4,DL,N152DL,2339,SEA,ATL,1330,1330.0,0.0,0.0,2118,2054.0,-24.0,0.0,0.0
10542,2016,4,12,9,5,DL,N635DL,632,ATL,MSP,1340,1337.0,-3.0,0.0,1518,1511.0,-7.0,0.0,0.0
10399,2016,4,12,3,6,DL,N835DN,1598,SEA,ATL,615,610.0,-5.0,0.0,1358,1329.0,-29.0,0.0,0.0
10056,2016,4,11,26,6,DL,N345NW,1220,MSP,DTW,630,622.0,-8.0,0.0,915,856.0,-19.0,0.0,0.0
10374,2016,4,12,2,5,DL,N6707A,1564,SEA,JFK,1320,1332.0,12.0,0.0,2142,2141.0,-1.0,0.0,0.0
10766,2016,4,12,17,6,DL,N593NW,1260,MSP,DTW,825,908.0,43.0,1.0,1111,1153.0,42.0,1.0,0.0
10538,2016,4,12,9,5,DL,N945AT,438,JFK,MSP,1600,1553.0,-7.0,0.0,1824,1804.0,-20.0,0.0,0.0
10534,2016,4,12,8,4,DL,N588NW,888,ATL,MSP,1948,1947.0,-1.0,0.0,2130,2132.0,2.0,0.0,0.0
10420,2016,4,12,4,7,DL,N948AT,438,JFK,MSP,1600,1548.0,-12.0,0.0,1824,1806.0,-18.0,0.0,0.0
10533,2016,4,12,8,4,DL,N683DA,632,ATL,MSP,1340,1339.0,-1.0,0.0,1518,1517.0,-1.0,0.0,0.0
10877,2016,4,12,21,3,DL,N551NW,38,SEA,DTW,950,955.0,5.0,0.0,1710,1645.0,-25.0,0.0,0.0
11206,2016,4,12,15,4,DL,N850DN,1166,ATL,DTW,1635,1634.0,-1.0,0.0,1838,1834.0,-4.0,0.0,0.0
10142,2016,4,11,1,2,DL,N723TW,462,JFK,SEA,1105,1107.0,2.0,0.0,1411,1410.0,-1.0,0.0,0.0
10360,2016,4,12,2,5,DL,N830DN,595,SEA,ATL,1455,1453.0,-2.0,0.0,2244,2209.0,-35.0,0.0,0.0
10174,2016,4,11,30,3,DL,N3750D,2193,MSP,SEA,701,700.0,-1.0,0.0,859,826.0,-33.0,0.0,0.0
10730,2016,4,12,15,4,DL,N387DA,1457,SEA,JFK,740,749.0,9.0,0.0,1606,1550.0,-16.0,0.0,0.0
11041,2016,4,12,27,2,DL,N556NW,201,ATL,MSP,840,839.0,-1.0,0.0,1020,1027.0,7.0,0.0,0.0
10794,2016,4,12,18,7,DL,N828DN,813,MSP,SEA,1438,1440.0,2.0,0.0,1625,1619.0,-6.0,0.0,0.0
10935,2016,4,12,23,5,DL,N825DN,1747,DTW,SEA,1536,1532.0,-4.0,0.0,1740,1735.0,-5.0,0.0,0.0
10176,2016,4,11,30,3,DL,N854DN,2308,SEA,MSP,1330,1330.0,0.0,0.0,1855,1847.0,-8.0,0.0,0.0
10843,2016,4,12,18,7,DL,N3735D,2515,ATL,JFK,1030,1241.0,131.0,1.0,1243,1455.0,132.0,1.0,0.0
10401,2016,4,12,3,6,DL,N336NW,1819,ATL,DTW,2220,2220.0,0.0,0.0,20,11.0,-9.0,0.0,0.0
10200,2016,4,11,7,1,DL,N535US,1257,DTW,ATL,840,838.0,-2.0,0.0,1048,1035.0,-13.0,0.0,0.0
10798,2016,4,12,19,1,DL,N6703D,956,ATL,MSP,1455,1453.0,-2.0,0.0,1639,1622.0,-17.0,0.0,0.0
10048,2016,4,11,25,5,DL,N672DL,345,MSP,ATL,1630,1629.0,-1.0,0.0,2004,1938.0,-26.0,0.0,0.0
10347,2016,4,12,1,4,DL,N697DL,591,MSP,ATL,1940,1940.0,0.0,0.0,2315,2254.0,-21.0,0.0,0.0
11127,2016,4,12,29,4,DL,N377NW,1476,DTW,MSP,1345,1341.0,-4.0,0.0,1445,1426.0,-19.0,0.0,0.0
10474,2016,4,12,5,1,DL,N635DL,2005,ATL,DTW,725,723.0,-2.0,0.0,921,927.0,6.0,0.0,0.0
11114,2016,4,12,28,3,DL,N834MH,1052,DTW,ATL,825,830.0,5.0,0.0,1048,1043.0,-5.0,0.0,0.0
10527,2016,4,12,8,4,DL,N627DL,325,DTW,ATL,1345,1409.0,24.0,1.0,1552,1628.0,36.0,1.0,0.0
10139,2016,4,11,1,2,DL,N865DN,356,ATL,MSP,2225,2229.0,4.0,0.0,14,2347.0,-27.0,0.0,0.0
10069,2016,4,11,27,7,DL,N926AT,1829,MSP,JFK,1025,1042.0,17.0,1.0,1412,1419.0,7.0,0.0,0.0
10625,2016,4,12,12,1,DL,N838DN,38,SEA,DTW,935,,,,1655,,,,1.0
10198,2016,4,11,7,1,DL,N542US,1130,DTW,ATL,1910,1904.0,-6.0,0.0,2114,2054.0,-20.0,0.0,0.0
10981,2016,4,12,24,6,DL,N694DL,2047,MSP,ATL,730,738.0,8.0,0.0,1106,1109.0,3.0,0.0,0.0
10941,2016,4,12,22,4,DL,N368NW,2469,ATL,DTW,1100,1058.0,-2.0,0.0,1259,1249.0,-10.0,0.0,0.0
11143,2016,4,12,29,4,DL,N965DN,2345,MSP,ATL,955,952.0,-3.0,0.0,1336,1318.0,-18.0,0.0,0.0
11218,2016,4,12,28,3,DL,N323NB,2835,JFK,MSP,1650,1733.0,43.0,1.0,1909,1938.0,29.0,1.0,0.0
10030,2016,4,11,26,6,DL,N951AT,460,JFK,ATL,1925,1919.0,-6.0,0.0,2210,2139.0,-31.0,0.0,0.0
10747,2016,4,12,16,5,DL,N680DA,439,JFK,SEA,815,849.0,34.0,1.0,1140,1222.0,42.0,1.0,0.0
10672,2016,4,12,12,1,DL,N544US,2253,MSP,SEA,1755,1754.0,-1.0,0.0,1952,1934.0,-18.0,0.0,0.0
10016,2016,4,11,23,3,DL,N913DN,2388,ATL,MSP,1050,1044.0,-6.0,0.0,1228,1158.0,-30.0,0.0,0.0
10301,2016,4,11,3,4,DL,N6705Y,902,ATL,DTW,1449,1445.0,-4.0,0.0,1655,1627.0,-28.0,0.0,0.0
10267,2016,4,11,2,3,DL,N858DZ,1598,SEA,ATL,615,615.0,0.0,0.0,1358,1343.0,-15.0,0.0,0.0
10954,2016,4,12,24,6,DL,N589NW,39,DTW,SEA,825,824.0,-1.0,0.0,1029,1058.0,29.0,1.0,0.0
10275,2016,4,11,1,2,DL,N925DL,2792,JFK,ATL,1720,1721.0,1.0,0.0,1955,1941.0,-14.0,0.0,0.0
10546,2016,4,12,7,3,DL,N384DA,2218,SEA,DTW,600,602.0,2.0,0.0,1315,1302.0,-13.0,0.0,0.0
10342,2016,4,12,1,4,DL,N669DN,325,DTW,ATL,1345,1358.0,13.0,0.0,1552,1551.0,-1.0,0.0,0.0
10769,2016,4,12,17,6,DL,N713TW,1457,SEA,JFK,740,737.0,-3.0,0.0,1604,1624.0,20.0,1.0,0.0
11125,2016,4,12,29,4,DL,N924DL,1339,DTW,MSP,714,745.0,31.0,1.0,830,829.0,-1.0,0.0,0.0
10517,2016,4,12,8,4,DL,N855DN,1342,MSP,DTW,2012,2028.0,16.0,1.0,2257,2337.0,40.0,1.0,0.0
10637,2016,4,12,13,2,DL,N939DL,42,ATL,JFK,1538,1601.0,23.0,1.0,1759,1801.0,2.0,0.0,0.0
10124,2016,4,11,28,1,DL,N3743H,1640,DTW,ATL,710,706.0,-4.0,0.0,920,911.0,-9.0,0.0,0.0
10830,2016,4,12,20,2,DL,N3746H,1997,SEA,JFK,2259,2255.0,-4.0,0.0,720,639.0,-41.0,0.0,0.0
10345,2016,4,12,1,4,DL,N902DE,468,ATL,JFK,1759,1756.0,-3.0,0.0,2030,2001.0,-29.0,0.0,0.0
10143,2016,4,11,1,2,DL,N681DA,528,DTW,ATL,1549,1544.0,-5.0,0.0,1759,1734.0,-25.0,0.0,0.0
10512,2016,4,12,7,3,DL,N963DN,1260,MSP,DTW,849,903.0,14.0,0.0,1130,1147.0,17.0,1.0,0.0
10500,2016,4,12,7,3,DL,N359NW,1476,DTW,MSP,1345,1341.0,-4.0,0.0,1444,1425.0,-19.0,0.0,0.0
10951,2016,4,12,23,5,DL,N702DN,477,JFK,ATL,1730,1725.0,-5.0,0.0,2013,1933.0,-40.0,0.0,0.0
10365,2016,4,12,1,4,DL,N364NW,2219,DTW,MSP,1000,958.0,-2.0,0.0,1057,1040.0,-17.0,0.0,0.0
10134,2016,4,11,29,2,DL,N171DZ,1929,ATL,SEA,810,809.0,-1.0,0.0,1049,1018.0,-31.0,0.0,0.0
10669,2016,4,12,12,1,DL,N1612T,1929,ATL,SEA,810,808.0,-2.0,0.0,1049,1047.0,-2.0,0.0,0.0
10432,2016,4,12,4,7,DL,N379DA,1107,ATL,SEA,1945,1950.0,5.0,0.0,2226,2226.0,0.0,0.0,0.0
10114,2016,4,11,29,2,DL,N862DN,555,SEA,ATL,800,759.0,-1.0,0.0,1549,1550.0,1.0,0.0,0.0
10402,2016,4,12,4,7,DL,N1612T,1929,ATL,SEA,810,812.0,2.0,0.0,1049,1052.0,3.0,0.0,0.0
10525,2016,4,12,8,4,DL,N349NW,86,MSP,DTW,1345,1343.0,-2.0,0.0,1625,1624.0,-1.0,0.0,0.0
10382,2016,4,12,1,4,DL,N377DA,1457,SEA,JFK,740,738.0,-2.0,0.0,1606,1542.0,-24.0,0.0,0.0
10848,2016,4,12,19,1,DL,N539US,200,MSP,ATL,1300,1301.0,1.0,0.0,1637,1620.0,-17.0,0.0,0.0
10602,2016,4,12,11,7,DL,N379DA,2515,ATL,JFK,1035,1034.0,-1.0,0.0,1249,1233.0,-16.0,0.0,0.0
10025,2016,4,11,26,6,DL,N844DN,86,MSP,DTW,1335,1329.0,-6.0,0.0,1619,1556.0,-23.0,0.0,0.0
10088,2016,4,11,27,7,DL,N323NB,1357,MSP,DTW,1740,1738.0,-2.0,0.0,2028,2015.0,-13.0,0.0,0.0
10866,2016,4,12,20,2,DL,N593NW,1625,ATL,DTW,1355,1404.0,9.0,0.0,1553,1554.0,1.0,0.0,0.0
10537,2016,4,12,9,5,DL,N359NW,426,MSP,DTW,630,631.0,1.0,0.0,915,907.0,-8.0,0.0,0.0
10551,2016,4,12,8,4,DL,N3764D,2193,MSP,SEA,701,658.0,-3.0,0.0,859,842.0,-17.0,0.0,0.0
10953,2016,4,12,23,5,DL,N306DN,2819,MSP,ATL,1627,1640.0,13.0,0.0,2003,2015.0,12.0,0.0,0.0
10108,2016,4,11,28,1,DL,N859DN,1085,MSP,DTW,2015,2012.0,-3.0,0.0,2300,2309.0,9.0,0.0,0.0
10968,2016,4,12,16,5,DL,N841DN,1750,ATL,JFK,2105,2104.0,-1.0,0.0,2329,2306.0,-23.0,0.0,0.0
10816,2016,4,12,18,7,DL,N802DN,1783,DTW,SEA,1225,1224.0,-1.0,0.0,1430,1428.0,-2.0,0.0,0.0
11119,2016,4,12,29,4,DL,N829DN,622,SEA,MSP,1329,1412.0,43.0,1.0,1856,1925.0,29.0,1.0,0.0
10146,2016,4,11,29,2,DL,N956DL,2649,ATL,DTW,900,930.0,30.0,1.0,1100,1111.0,11.0,0.0,0.0
10353,2016,4,12,2,5,DL,N6713Y,95,ATL,DTW,1235,1233.0,-2.0,0.0,1438,1425.0,-13.0,0.0,0.0
10372,2016,4,12,2,5,DL,N364NW,1470,DTW,MSP,1755,1754.0,-1.0,0.0,1857,1853.0,-4.0,0.0,0.0
10924,2016,4,12,21,3,DL,N707TW,2350,ATL,JFK,830,832.0,2.0,0.0,1037,1046.0,9.0,0.0,0.0
11070,2016,4,12,27,2,DL,N6712B,2047,MSP,ATL,730,730.0,0.0,0.0,1108,1110.0,2.0,0.0,0.0
10588,2016,4,12,10,6,DL,N806DN,1166,ATL,DTW,1635,1632.0,-3.0,0.0,1836,1821.0,-15.0,0.0,0.0
10568,2016,4,12,5,1,DL,N802DN,1130,DTW,ATL,1910,1908.0,-2.0,0.0,2114,2118.0,4.0,0.0,0.0
10160,2016,4,11,29,2,DL,N369NW,86,MSP,DTW,1345,1343.0,-2.0,0.0,1625,1620.0,-5.0,0.0,0.0
11193,2016,4,12,8,4,DL,N866DN,1747,DTW,SEA,1545,1610.0,25.0,1.0,1754,1850.0,56.0,1.0,0.0
10450,2016,4,12,5,1,DL,N957DL,23,ATL,MSP,1050,1137.0,47.0,1.0,1228,1306.0,38.0,1.0,0.0
10106,2016,4,11,28,1,DL,N6710E,888,ATL,MSP,1950,1948.0,-2.0,0.0,2132,2106.0,-26.0,0.0,0.0
10225,2016,4,11,20,7,DL,N3760C,345,MSP,ATL,1630,1630.0,0.0,0.0,2007,1944.0,-23.0,0.0,0.0
11057,2016,4,12,28,3,DL,N823DX,1166,ATL,DTW,1628,1624.0,-4.0,0.0,1828,1820.0,-8.0,0.0,0.0
11200,2016,4,12,9,5,DL,N323US,1819,ATL,DTW,2220,2220.0,0.0,0.0,22,5.0,-17.0,0.0,0.0
10256,2016,4,11,1,2,DL,N856DN,2193,MSP,SEA,700,658.0,-2.0,0.0,845,841.0,-4.0,0.0,0.0
11001,2016,4,12,25,7,DL,N547US,1255,ATL,SEA,1745,1744.0,-1.0,0.0,2021,1957.0,-24.0,0.0,0.0
