flight_id,airline,aircraft_model,manufacture_year,flight_hours,cycles,passengers_capacity,actual_passengers,crew_count,fuel_capacity_gallons,fuel_used_gallons,distance_miles,incident_type,maintenance_score,delay_minutes,revenue_usd
FL00761,United,Embraer E175,2018,24262,2312,180,180,10,25000,22736.2,2378.9,None,80.2,55,267175.55
FL00762,Delta,Airbus A330,2020,6108,19663,150,150,8,6000,5700.0,600.6,None,90.2,26,227142.91
FL00763,Allegiant,Embraer E175,2011,8087,10358,150,150,10,10000,9500.0,3902.9,None,94.0,43,325771.51
FL00764,Hawaiian,Airbus A330,2001,31066,16826,180,180,10,15000,14250.0,429.5,None,85.7,-10,207650.67
FL00765,Allegiant,Airbus A330,2007,3432,17542,250,217,6,10000,8997.3,3646.0,None,99.4,41,58459.8
FL00766,Hawaiian,Airbus A350,1999,887,20796,300,229,6,25000,16724.8,4572.2,None,76.4,2,74249.6
FL00767,Hawaiian,Airbus A330,2020,39090,5238,250,107,4,25000,16766.9,1865.5,None,89.7,2,59281.62
FL00768,Alaska,Boeing 777,2011,9973,8852,150,128,8,6000,5700.0,689.9,None,89.6,13,118065.43
FL00769,Frontier,Airbus A320,1997,17106,5107,300,110,8,20000,5092.9,1317.7,None,75.9,15,142131.44
FL00770,Delta,Airbus A320,2001,20325,4048,200,170,6,8000,7600.0,2899.0,None,80.6,26,281941.09
FL00771,Allegiant,Airbus A350,2020,36544,8914,300,256,7,15000,11408.7,4724.8,None,97.6,23,79070.06
FL00772,Southwest,Boeing 777,2011,35440,23000,250,83,7,8000,7600.0,2659.0,None,88.6,-8,257997.33
FL00773,Delta,Embraer E175,2001,39783,3727,180,119,4,20000,19000.0,741.1,None,85.9,-10,179561.55
FL00774,Frontier,Boeing 787,2015,5133,5846,200,66,11,25000,11889.1,3213.4,None,85.4,1,349886.07
FL00775,Delta,Embraer E175,1995,7888,14500,250,69,7,15000,14250.0,3717.7,None,97.2,5,275155.12
FL00776,American,Boeing 757,2011,15789,6413,200,118,7,10000,9500.0,2087.8,None,84.2,7,339599.25
FL00777,Southwest,Boeing 787,2011,44320,8173,300,264,7,25000,10537.6,3663.3,None,96.5,32,129687.75
FL00778,Frontier,Airbus A330,2005,21698,8272,150,150,11,25000,11510.7,1759.1,None,82.7,9,56221.81
FL00779,Alaska,Boeing 737,2019,37580,24124,250,151,5,6000,5700.0,3987.6,None,88.3,58,184475.09
FL00780,Allegiant,Boeing 787,2021,29803,13704,180,180,4,20000,6352.5,1837.1,None,78.6,34,56620.22
FL00781,Spirit,Boeing 737,2023,166,17834,300,194,6,6000,3600.5,1429.3,None,95.6,-1,179971.32
FL00782,Frontier,Airbus A320,1997,48723,4121,250,106,7,6000,5700.0,4420.1,None,93.4,-10,105430.24
FL00783,United,Boeing 737,2009,45346,8858,180,132,9,8000,7600.0,2832.7,None,88.3,53,179500.82
FL00784,Allegiant,Airbus A320,2023,7633,2836,250,250,10,25000,23424.2,1568.8,None,75.6,-1,333128.13
FL00785,Frontier,Boeing 777,2015,15203,23603,300,236,5,20000,4223.0,4688.4,None,87.0,24,111826.41
FL00786,American,Boeing 777,2005,4716,920,250,55,11,6000,5700.0,3516.1,None,80.6,-8,347800.41
FL00787,Spirit,Airbus A350,2020,46145,4246,200,159,11,10000,5211.6,1259.4,None,85.3,37,91825.37
FL00788,American,Airbus A350,2022,38598,11846,300,187,11,15000,14250.0,3150.3,Bird Strike,96.4,22,84716.31
FL00789,Spirit,Airbus A330,2010,43592,2789,250,100,7,20000,15726.2,4377.7,None,94.2,-10,197504.16
FL00790,United,Boeing 787,2019,11872,990,150,100,10,8000,7600.0,3541.5,None,81.0,-10,297085.05
FL00791,Allegiant,Airbus A330,2016,23949,390,250,136,10,20000,4205.9,1374.8,None,99.6,9,266083.68
FL00792,Alaska,Airbus A320,2022,49136,23856,200,117,5,25000,16432.9,3314.5,None,97.6,15,257384.87
FL00793,American,Airbus A330,2003,13040,4183,180,133,4,8000,7600.0,3172.0,None,88.2,20,109682.04
FL00794,American,Boeing 737,2018,17032,17093,180,91,11,15000,5371.0,4140.0,None,88.3,-10,22543.12
FL00795,Hawaiian,Airbus A320,2018,29869,10275,180,180,9,10000,9500.0,1055.0,None,97.5,-8,69185.68
FL00796,Spirit,Airbus A350,1995,24748,9802,150,106,9,6000,5700.0,3558.2,Bird Strike,90.9,-10,132073.56
FL00797,JetBlue,Boeing 777,2023,47511,3507,200,200,9,20000,18613.7,331.4,None,88.4,-6,340514.06
FL00798,Allegiant,Airbus A350,2019,33066,9898,300,245,11,8000,7600.0,3541.6,Technical,93.7,-10,323125.45
FL00799,Spirit,Boeing 787,2016,27877,19409,180,180,7,15000,14250.0,4810.1,None,80.9,-9,82215.94
FL00800,Hawaiian,Airbus A320,2010,32667,9291,200,200,5,6000,5700.0,1037.1,None,97.0,12,258083.53
FL00801,Delta,Airbus A320,2003,49823,503,250,111,11,15000,9494.2,1694.2,None,88.3,11,208970.65
FL00802,Spirit,Boeing 737,2013,17274,9946,150,150,9,10000,9500.0,2997.8,None,90.1,-8,31697.29
FL00803,Alaska,Boeing 787,2006,42698,24618,200,161,10,6000,5700.0,3715.5,None,77.2,10,139521.38
FL00804,Allegiant,Boeing 777,2013,13898,21876,200,200,11,6000,5700.0,1853.0,None,82.7,35,177834.7
FL00805,Hawaiian,Embraer E175,2016,17658,11026,300,248,10,6000,5700.0,3388.4,None,85.7,-1,238637.33
FL00806,Delta,Airbus A320,2003,44337,15922,200,200,8,8000,7600.0,4516.5,None,85.3,-10,113793.21
FL00807,Southwest,Airbus A320,2001,278,868,300,75,11,6000,5700.0,3687.5,None,94.5,21,327829.24
FL00808,Hawaiian,Boeing 737,2008,20570,4918,150,150,8,15000,14250.0,3612.9,None,82.1,27,166379.48
FL00809,Southwest,Airbus A330,2023,17218,16446,150,68,5,8000,7600.0,2033.5,Weather,79.6,-9,98257.42
FL00810,Allegiant,Boeing 757,2013,22716,12221,250,250,11,6000,5700.0,4574.9,None,89.6,-9,121003.41
FL00811,American,Boeing 777,2013,898,24161,300,69,7,15000,8300.6,1531.2,None,90.4,-10,266881.62
FL00812,Hawaiian,Airbus A350,1996,7701,970,300,155,7,15000,5398.9,1185.3,None,78.0,-4,229495.6
FL00813,United,Boeing 787,2003,25463,21354,180,180,4,20000,5958.9,1948.3,None,75.1,-10,263629.64
FL00814,Southwest,Airbus A320,2007,2895,18852,180,180,4,15000,14250.0,3320.7,None,97.9,-10,112934.51
FL00815,Alaska,Airbus A320,2009,32026,9556,250,130,9,25000,15363.2,4336.1,None,77.0,-2,124494.29
FL00816,United,Airbus A350,1997,45364,6525,150,150,6,10000,9500.0,834.0,Weather,97.4,5,147900.9
FL00817,Frontier,Boeing 777,2005,37456,2067,350,59,10,6000,5700.0,4106.3,None,85.0,1,78178.65
FL00818,Frontier,Boeing 757,2015,7397,8007,180,180,4,6000,5700.0,4101.6,Bird Strike,91.3,-1,246499.92
FL00819,Delta,Airbus A330,2008,3184,16280,200,200,7,6000,5700.0,3017.2,None,79.6,35,125332.09
FL00820,American,Airbus A320,2019,30429,9470,150,150,10,15000,4015.1,3851.1,None,95.6,11,124289.14
FL00821,Allegiant,Boeing 757,2002,11210,4842,350,327,6,15000,14250.0,1073.0,None,79.5,18,105237.26
FL00822,Hawaiian,Boeing 777,2012,831,23264,200,200,4,6000,5700.0,1014.0,None,84.7,41,166697.31
FL00823,JetBlue,Airbus A350,2013,1229,13287,300,243,5,25000,14755.5,4341.4,None,81.0,25,273611.99
FL00824,Alaska,Boeing 737,2010,28122,18868,150,150,8,8000,3461.0,2591.1,None,95.9,0,294928.92
FL00825,Southwest,Airbus A330,1996,1705,16301,250,250,4,8000,7600.0,1380.5,None,96.5,-10,284510.14
FL00826,Allegiant,Boeing 787,2002,12070,19302,300,75,11,10000,9500.0,3505.9,None,84.3,-2,223099.85
FL00827,United,Airbus A320,2016,43805,10757,300,75,4,20000,14408.8,4481.0,None,82.7,34,108943.22
FL00828,Frontier,Boeing 777,2000,44230,1488,200,83,11,10000,9500.0,3235.1,None,94.3,25,261176.49
FL00829,Alaska,Boeing 737,2006,29365,3593,300,300,5,6000,5700.0,1867.3,None,97.0,-2,28186.25
FL00830,JetBlue,Boeing 787,2009,32430,11417,180,180,7,6000,5700.0,2519.5,None,90.6,3,282381.06
FL00831,Hawaiian,Embraer E175,2019,3033,18215,150,150,9,6000,5700.0,3810.9,None,98.2,8,276376.23
FL00832,Delta,Boeing 777,2002,15287,15570,180,180,5,20000,17154.5,524.0,None,84.6,-7,239450.37
FL00833,JetBlue,Boeing 777,1998,25891,6393,200,103,9,15000,5192.9,1242.4,None,78.8,-6,47805.03
FL00834,Alaska,Boeing 787,2009,25000,2313,350,217,4,20000,12535.3,2420.4,None,79.5,-8,349109.35
FL00835,JetBlue,Boeing 737,2022,5174,10211,200,168,7,10000,9500.0,3100.4,Technical,91.7,15,268397.08
FL00836,Alaska,Embraer E175,2014,46905,261,150,150,6,15000,11008.1,1828.0,Ground Incident,85.2,-10,261160.29
FL00837,Alaska,Boeing 757,2019,26526,22593,300,130,4,15000,6890.6,1632.3,None,78.9,34,36442.63
FL00838,Spirit,Boeing 757,2011,39967,13859,250,250,5,10000,9500.0,398.6,None,82.3,5,148566.22
FL00839,Southwest,Airbus A350,2007,993,7077,200,111,6,15000,10088.7,356.5,None,88.3,-10,43867.95
FL00840,Frontier,Boeing 737,2012,34258,381,150,95,8,8000,7600.0,1537.7,Bird Strike,78.0,26,135947.4
FL00841,Spirit,Airbus A330,1996,19873,23294,250,136,6,10000,9500.0,2746.4,None,75.1,35,206112.66
FL00842,Hawaiian,Airbus A320,2007,4339,24478,300,148,5,10000,9500.0,2870.6,None,97.9,68,309422.18
FL00843,Spirit,Boeing 787,2007,20963,8219,350,344,10,8000,6027.4,2571.3,None,82.6,32,109784.14
FL00844,American,Airbus A350,2016,3532,22154,200,102,6,20000,19000.0,2167.4,None,80.5,-10,223843.91
FL00845,American,Embraer E175,2009,35239,9183,350,241,5,20000,8967.7,1411.0,None,92.5,9,70158.39
FL00846,Frontier,Boeing 787,2014,1615,14641,150,129,10,20000,15418.8,2123.3,None,96.3,56,133577.89
FL00847,JetBlue,Boeing 787,2023,31770,16175,350,65,4,15000,14250.0,866.0,None,90.8,-10,332324.55
FL00848,Southwest,Boeing 737,2021,48774,777,350,243,10,8000,7600.0,753.2,None,81.4,-10,265459.71
FL00849,Frontier,Airbus A320,2004,39194,21409,150,150,7,10000,9500.0,1639.7,None,96.5,-3,197844.93
FL00850,Alaska,Airbus A330,2023,14705,11104,150,150,8,10000,9500.0,4977.7,None,87.8,-10,99318.43
FL00851,United,Boeing 757,1997,5686,3293,200,200,10,10000,9500.0,1767.2,None,84.5,-7,142201.25
FL00852,Southwest,Boeing 777,2013,35785,17082,350,339,7,15000,14250.0,4695.0,None,90.1,-8,67492.27
FL00853,Southwest,Boeing 777,1997,48769,5145,250,250,7,15000,7622.0,2082.9,None,92.5,19,133411.51
FL00854,Alaska,Boeing 787,2016,31286,13859,150,150,7,25000,6785.2,2307.2,None,89.8,-10,65462.0
FL00855,Alaska,Boeing 757,2008,27028,23048,300,201,10,20000,3327.8,4025.9,None,98.0,8,281427.86
FL00856,Delta,Boeing 757,2002,32828,10979,350,339,5,25000,7422.1,649.5,Bird Strike,90.7,-10,42054.3
FL00857,Frontier,Airbus A320,2021,17651,14892,150,150,11,25000,13889.2,1075.1,None,97.0,16,78450.84
FL00858,Alaska,Embraer E175,2017,21593,23569,250,200,5,15000,14250.0,4874.4,None,89.7,18,246540.85
FL00859,American,Embraer E175,1998,20811,17443,200,200,8,20000,8342.8,2628.4,None,83.2,23,317343.1
FL00860,Hawaiian,Airbus A350,2021,20139,1600,350,304,5,20000,4517.8,412.7,None,88.3,23,338138.19
FL00861,United,Boeing 737,2022,36661,9045,150,150,9,10000,9500.0,427.4,None,77.2,-7,295067.68
FL00862,Frontier,Airbus A320,2014,10047,15216,150,145,5,15000,14250.0,4554.8,Weather,80.8,5,85843.05
FL00863,Allegiant,Airbus A320,2005,32435,7542,300,276,5,20000,19000.0,4392.2,None,94.2,34,110713.28
FL00864,American,Boeing 737,2020,15959,12551,300,242,5,25000,21900.6,2400.3,None,91.5,14,306702.04
FL00865,JetBlue,Boeing 757,2005,23222,15617,350,167,4,8000,7600.0,983.5,None,79.2,23,312926.54
FL00866,Alaska,Embraer E175,2021,1677,19835,150,54,8,8000,7600.0,4185.4,None,86.0,-10,229618.81
FL00867,Allegiant,Embraer E175,2005,42356,23881,350,292,9,15000,14250.0,1758.1,None,78.5,24,120069.77
FL00868,Alaska,Boeing 757,1996,28450,13315,150,70,5,10000,5699.5,2211.5,None,96.4,-10,90058.98
FL00869,Southwest,Embraer E175,2011,42032,5474,300,201,11,10000,9500.0,3475.9,None,77.7,-10,300514.7
FL00870,American,Boeing 787,2003,33898,20675,250,177,8,20000,4175.1,1896.3,Bird Strike,91.4,-10,83760.42
FL00871,Southwest,Airbus A320,2022,31998,14136,180,173,6,15000,14250.0,3217.6,None,90.2,14,236704.46
FL00872,Delta,Boeing 777,2022,15981,3211,180,180,4,8000,7600.0,4449.4,None,86.8,17,339264.37
FL00873,Southwest,Boeing 737,1996,10885,20589,150,150,10,25000,17646.9,4027.4,None,82.0,-10,251272.62
FL00874,Delta,Embraer E175,2023,6791,23912,300,201,11,20000,4097.1,2031.7,None,85.1,-10,101319.55
FL00875,Delta,Airbus A350,2018,17397,9265,200,160,5,25000,14219.2,1582.1,Bird Strike,95.2,24,109639.48
FL00876,Allegiant,Embraer E175,2009,6458,6667,200,165,11,20000,9326.5,1570.5,None,94.0,17,46119.75
FL00877,Alaska,Embraer E175,2010,19681,22094,180,180,9,6000,5700.0,1873.2,None,93.5,14,244889.56
FL00878,JetBlue,Airbus A330,2019,1562,11976,250,106,4,25000,11182.8,2568.9,None,93.7,44,188675.95
FL00879,Southwest,Boeing 787,1998,15611,15142,180,180,9,15000,3013.4,2199.7,None,78.6,8,84168.02
FL00880,American,Boeing 737,2002,10670,16210,150,150,10,25000,12799.9,838.4,None,77.5,-10,91268.88
FL00881,Delta,Airbus A330,2003,48765,17610,250,211,10,25000,13217.9,984.6,None,96.5,32,18023.23
FL00882,Alaska,Airbus A330,2020,44514,24390,200,169,11,20000,19000.0,1846.1,None,95.9,-3,342770.5
FL00883,United,Airbus A350,2020,15574,15688,300,119,4,8000,7600.0,2897.9,Weather,92.0,3,292386.09
FL00884,Frontier,Airbus A320,1999,7137,2283,300,148,6,6000,5700.0,3044.8,None,90.1,-6,147046.93
FL00885,Allegiant,Airbus A350,2010,28229,4750,150,150,11,25000,23750.0,2533.8,None,84.2,-10,331940.1
FL00886,JetBlue,Airbus A320,2007,42367,11077,180,180,8,8000,7600.0,3746.1,Weather,80.6,-3,241835.18
FL00887,Spirit,Airbus A320,2001,13486,22340,150,150,4,10000,9500.0,3738.8,Weather,91.7,35,266739.95
FL00888,Allegiant,Boeing 737,2020,6321,7910,300,51,7,6000,5700.0,2252.6,None,97.8,-10,242785.09
FL00889,United,Embraer E175,2014,23574,7576,200,200,10,6000,5700.0,797.3,None,85.9,26,268544.36
FL00890,Frontier,Boeing 737,2011,40637,5609,300,114,6,20000,10154.2,2744.8,None,82.6,-10,72264.54
FL00891,United,Boeing 787,1997,49939,6782,250,118,11,25000,11172.4,2031.1,None,81.8,37,203403.33
FL00892,Southwest,Airbus A320,1999,47224,2563,350,170,10,10000,9500.0,862.0,None,75.6,39,299541.05
FL00893,Delta,Airbus A330,2013,21145,7880,300,158,7,20000,4532.7,4912.7,None,88.0,-10,21546.77
FL00894,JetBlue,Embraer E175,2006,25883,14831,300,296,6,15000,14250.0,1974.8,None,99.7,7,56353.39
FL00895,Hawaiian,Boeing 777,2023,40257,23378,350,142,10,8000,7600.0,3203.8,None,95.4,18,97289.34
FL00896,Delta,Boeing 787,2021,5022,7960,250,250,7,8000,7600.0,2552.6,None,97.4,-7,113733.44
FL00897,Hawaiian,Boeing 737,2001,46507,15897,180,152,7,20000,18907.0,885.6,None,90.5,43,76205.8
FL00898,Frontier,Airbus A350,2022,22806,5699,300,161,10,8000,7600.0,466.6,None,87.0,5,224150.68
FL00899,Alaska,Boeing 787,2003,42871,17530,150,111,11,25000,21696.6,3203.7,None,99.8,-5,113496.39
FL00900,Spirit,Boeing 787,2022,32579,9170,300,300,10,8000,7600.0,1385.7,None,86.2,7,67963.45
FL00901,American,Embraer E175,2000,5278,2001,150,150,9,25000,13379.8,1369.5,None,97.9,-10,318451.77
FL00902,Delta,Boeing 787,2023,30122,10215,250,104,4,15000,14250.0,4793.5,None,94.0,5,247836.57
FL00903,JetBlue,Boeing 787,2020,15340,14402,300,157,4,10000,3023.7,2416.5,None,83.3,-4,97429.68
FL00904,United,Boeing 777,2011,26320,9796,250,250,6,6000,5700.0,341.2,None,87.6,-10,135919.47
FL00905,JetBlue,Boeing 757,2010,36836,11020,250,250,8,20000,9532.0,1831.2,None,84.6,21,263163.16
FL00906,Frontier,Airbus A350,2017,2816,9236,180,180,10,20000,9541.4,3005.6,None,78.4,-10,279954.87
FL00907,Hawaiian,Airbus A350,1997,16674,24233,300,216,11,25000,7789.9,1777.1,None,83.9,40,74106.12
FL00908,United,Airbus A350,2015,46379,8854,150,150,9,15000,9657.3,328.9,None,97.2,10,328752.99
FL00909,American,Airbus A320,2020,17819,645,150,150,4,15000,7483.2,2332.7,None,93.8,42,278066.1
FL00910,American,Airbus A330,1998,8281,7925,300,254,4,6000,5700.0,708.4,None,81.9,24,302032.84
FL00911,Delta,Boeing 757,2004,45863,20873,350,316,11,10000,9500.0,3172.0,None,84.2,-10,63192.7
FL00912,Frontier,Airbus A350,1999,44166,6022,180,180,9,20000,5146.4,3174.0,None,90.4,6,63028.0
FL00913,Alaska,Boeing 787,2015,49630,15932,180,180,5,25000,6000.0,381.2,None,85.4,-10,117298.56
FL00914,Frontier,Boeing 787,2016,20313,908,180,104,9,15000,14250.0,1595.2,None,87.6,-10,36656.55
FL00915,Hawaiian,Airbus A350,2004,6480,5569,150,150,11,20000,11377.7,2185.7,None,92.5,2,45507.55
FL00916,JetBlue,Embraer E175,2006,715,23819,250,66,4,25000,6554.7,2841.3,Weather,86.7,-9,62974.4
FL00917,American,Airbus A350,2004,563,10030,350,117,8,8000,7600.0,1621.1,None,79.8,-5,253663.96
FL00918,JetBlue,Boeing 787,2023,32073,4367,180,180,5,20000,11750.0,1581.2,None,88.0,-8,25127.15
FL00919,JetBlue,Airbus A320,2007,9258,19888,150,150,11,10000,7602.4,4918.5,None,83.9,50,42887.0
FL00920,JetBlue,Boeing 737,2005,20751,12194,150,150,11,25000,18135.8,400.9,None,82.3,7,331301.48
FL00921,American,Boeing 737,2016,3258,12929,250,223,7,10000,9500.0,4947.4,None,83.2,17,43024.99
FL00922,Allegiant,Boeing 757,2010,20108,1080,300,146,9,20000,5092.9,429.2,None,86.0,4,195049.89
FL00923,Southwest,Boeing 757,2002,46302,9537,300,220,7,8000,7600.0,1584.0,None,97.2,12,230262.02
FL00924,Hawaiian,Airbus A350,2002,5038,24340,180,180,5,10000,9500.0,2569.7,None,93.4,-10,336128.83
FL00925,Allegiant,Boeing 777,2021,38285,13355,180,180,5,15000,8254.3,887.8,None,91.7,38,316433.91
FL00926,Hawaiian,Airbus A350,2019,22488,10305,350,291,5,25000,7332.1,847.3,None,86.8,-9,162628.73
FL00927,United,Embraer E175,2002,8981,1497,250,250,6,20000,5854.9,1430.3,None,75.0,28,330624.96
FL00928,Frontier,Airbus A350,2007,5703,10287,180,76,9,8000,7600.0,4872.8,None,83.5,29,159809.07
FL00929,Frontier,Boeing 757,2021,35080,2900,250,109,11,15000,5846.4,2024.6,None,95.3,-10,239422.77
FL00930,Spirit,Boeing 737,1996,22604,12003,150,150,10,20000,11732.1,2916.8,Bird Strike,84.7,6,101968.7
FL00931,Frontier,Boeing 787,2006,16866,8156,180,180,8,8000,6124.2,3580.6,Weather,89.1,13,228275.92
FL00932,American,Airbus A350,2004,28486,23585,150,118,8,15000,14250.0,3762.7,None,80.1,7,195293.3
FL00933,Alaska,Boeing 787,2006,11795,10050,200,70,11,10000,9500.0,3502.6,None,97.9,5,218288.4
FL00934,Delta,Boeing 787,2005,17896,9553,250,201,7,20000,14540.0,1817.3,None,98.1,-4,243688.15
FL00935,Spirit,Boeing 777,2009,42643,23386,200,151,11,20000,17281.2,736.3,None,78.7,-9,73107.53
FL00936,Delta,Boeing 787,2010,14659,15543,180,144,7,10000,9500.0,1552.2,None,93.1,26,115923.04
FL00937,Hawaiian,Boeing 737,2011,39014,4105,150,150,10,6000,5700.0,1209.4,None,76.9,13,261640.86
FL00938,Delta,Airbus A320,2020,33239,5452,180,174,7,15000,10647.3,854.1,None,90.0,9,69881.04
FL00939,Delta,Airbus A320,1996,38433,9331,200,200,9,10000,9500.0,317.6,None,79.5,-10,130320.45
FL00940,Spirit,Airbus A330,2012,8902,1722,180,180,4,20000,19000.0,4691.5,None,78.6,0,238270.36
FL00941,United,Embraer E175,2006,8407,4582,350,211,7,15000,5745.1,4621.0,None,75.1,4,329113.08
FL00942,JetBlue,Airbus A350,2013,40305,4974,300,91,5,15000,9840.5,442.0,None,98.5,22,40225.57
FL00943,Frontier,Embraer E175,2020,33314,15319,200,200,7,6000,5700.0,1030.8,None,95.7,-10,188047.87
FL00944,Frontier,Boeing 737,2017,34259,12596,180,117,5,20000,17204.2,869.6,None,76.9,-10,42438.29
FL00945,American,Boeing 787,2012,11616,6135,150,150,6,8000,7600.0,1549.9,None,90.0,41,142009.2
FL00946,Spirit,Airbus A320,2011,29186,12440,180,174,4,6000,5700.0,1179.5,None,80.8,-10,73754.48
FL00947,American,Embraer E175,2000,48322,13330,150,150,4,6000,5700.0,4740.1,Bird Strike,81.6,-10,232561.87
FL00948,Alaska,Boeing 737,2019,30580,24168,300,96,10,8000,7600.0,604.0,None,96.9,-9,268873.9
FL00949,Alaska,Airbus A320,2009,44759,4914,180,180,9,8000,4604.2,1216.0,None,77.9,-10,97859.97
FL00950,American,Boeing 787,1997,47866,9366,300,266,11,6000,5011.9,587.5,None,90.0,18,253817.19
FL00951,Spirit,Embraer E175,2000,38837,1271,200,173,9,15000,13393.8,4905.8,None,85.0,18,164684.34
FL00952,American,Airbus A320,1997,9365,2910,150,150,8,10000,9500.0,4608.4,None,79.8,-10,109999.31
FL00953,Frontier,Airbus A350,2023,48729,10752,350,211,6,10000,9500.0,3639.8,None,86.3,-3,190339.56
FL00954,Allegiant,Boeing 757,1995,5554,8478,200,200,10,6000,5700.0,2244.7,None,98.5,16,142182.8
FL00955,Southwest,Airbus A350,2007,36018,15435,150,150,9,15000,5973.7,1112.9,None,94.5,16,92048.75
FL00956,Delta,Airbus A330,2022,26281,9386,300,255,5,8000,7600.0,1263.2,None,78.3,-10,268543.01
FL00957,Southwest,Airbus A330,2015,15486,3303,250,89,6,25000,8925.0,2326.6,None,96.2,-10,282170.59
FL00958,Spirit,Airbus A320,2020,39282,3832,180,180,4,6000,5700.0,3887.5,Technical,98.4,47,283104.6
FL00959,Southwest,Boeing 757,2008,37525,23391,300,237,11,20000,13255.4,1470.7,Technical,81.9,0,143017.84
FL00960,Alaska,Boeing 737,2007,43354,17200,150,142,11,15000,3563.8,1691.8,None,83.3,35,71792.03
FL00961,Hawaiian,Airbus A350,2021,24427,19115,150,91,5,20000,17867.3,3079.7,None,78.2,10,296537.78
FL00962,Delta,Boeing 737,1998,21281,24144,150,150,10,20000,11162.7,1341.1,None,83.6,27,125303.4
FL00963,JetBlue,Boeing 757,2001,47762,16393,150,114,10,6000,5700.0,3004.2,None,91.8,18,265602.38
FL00964,Spirit,Boeing 737,2016,21552,23916,180,180,6,15000,14250.0,2058.2,None,81.8,8,288845.94
FL00965,Delta,Boeing 757,2004,38348,21520,200,73,4,20000,8391.5,365.0,None,75.2,8,272331.09
FL00966,Southwest,Airbus A320,2001,40901,24398,350,77,9,15000,8045.6,2133.0,None,83.5,-10,145585.02
FL00967,Alaska,Boeing 737,2015,33851,19099,250,111,5,10000,8527.0,4613.7,None,86.3,2,329235.6
FL00968,United,Airbus A350,2009,22091,10001,180,180,5,25000,10100.3,1606.9,None,89.2,-5,236154.41
FL00969,Allegiant,Boeing 787,2009,41411,16319,150,150,4,20000,5254.4,1749.6,None,92.1,-2,207875.01
FL00970,JetBlue,Airbus A330,1998,10016,14617,180,69,5,20000,17641.6,516.5,None,76.5,-2,248799.55
FL00971,Allegiant,Boeing 787,2017,10243,11733,300,52,11,15000,7355.4,3152.2,None,86.7,8,29983.59
FL00972,Delta,Boeing 737,2017,25955,3563,350,267,9,25000,22449.1,4276.4,None,81.7,18,145822.52
FL00973,Alaska,Boeing 787,2000,15681,16929,150,150,9,10000,7529.4,1894.0,None,98.7,2,310207.75
FL00974,Alaska,Airbus A350,2018,2007,13385,250,52,9,20000,8368.5,1353.2,None,84.0,24,68961.7
FL00975,Southwest,Airbus A350,2014,29524,11422,150,150,4,6000,5700.0,4791.7,None,77.5,-3,153824.22
FL00976,Frontier,Boeing 737,2020,23408,5872,350,122,7,15000,14250.0,3776.3,Weather,76.0,7,150758.08
FL00977,Southwest,Airbus A320,1999,42084,14887,250,167,7,15000,11979.7,2922.4,None,81.6,55,134273.97
FL00978,Frontier,Boeing 787,2014,41605,12172,350,203,10,20000,19000.0,1666.5,None,79.5,-10,203387.7
FL00979,Frontier,Airbus A320,2006,46625,2122,250,250,10,10000,9500.0,1259.8,None,91.2,-3,348726.35
FL00980,JetBlue,Airbus A320,1995,37042,24229,200,83,11,20000,19000.0,3635.6,None,96.2,-10,100709.36
