id,Airline,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
14100,DL,Female,Loyal Customer,69,Personal Travel,Eco,399,3,2,3,3,2,3,2,3,3,3,3,2,3,4,8,12,neutral or dissatisfied
14101,EV,Female,Loyal Customer,54,Personal Travel,Eco,371,2,4,2,4,1,3,3,4,4,2,4,3,4,4,0,0,neutral or dissatisfied
14102,F463,Male,Loyal Customer,32,Personal Travel,Eco,371,3,1,4,3,2,4,3,2,1,1,4,2,4,2,0,6,neutral or dissatisfied
14103,HA,Female,Loyal Customer,30,Personal Travel,Eco,201,3,5,0,2,2,0,2,2,1,1,5,3,2,2,2,0,neutral or dissatisfied
14104,MQ,Male,Loyal Customer,60,Personal Travel,Eco,201,3,4,3,4,4,3,4,4,1,3,4,4,5,4,42,26,neutral or dissatisfied
14105,NK,Female,Loyal Customer,23,Personal Travel,Eco,425,2,0,5,3,5,5,5,5,3,2,5,4,5,5,57,49,neutral or dissatisfied
14106,OO,Male,Loyal Customer,59,Personal Travel,Eco,371,2,5,2,2,3,2,3,3,5,4,5,3,5,3,0,0,neutral or dissatisfied
14110,AA,Female,Loyal Customer,43,Personal Travel,Eco,425,3,0,3,3,3,4,5,3,3,3,3,4,3,4,14,0,neutral or dissatisfied
14112,AS,Female,Loyal Customer,38,Business travel,Eco Plus,371,5,4,4,4,5,5,5,5,4,3,5,4,5,5,0,0,satisfied
14114,B461,Female,disloyal Customer,37,Business travel,Eco Plus,371,1,1,1,3,1,1,1,1,3,4,3,3,4,1,0,0,neutral or dissatisfied
14115,DL,Female,Loyal Customer,69,Personal Travel,Eco Plus,425,3,5,3,3,4,5,4,2,2,3,2,4,2,4,3,9,neutral or dissatisfied
14120,EV,Female,Loyal Customer,18,Personal Travel,Business,413,5,4,5,4,5,5,2,5,3,4,5,3,4,5,7,0,satisfied
14126,F464,Male,disloyal Customer,38,Business travel,Eco,413,2,3,2,1,1,2,1,1,2,4,5,5,3,1,17,31,neutral or dissatisfied
14127,HA,Male,disloyal Customer,46,Business travel,Eco,413,4,5,4,4,4,4,1,4,3,3,3,5,2,4,17,16,neutral or dissatisfied
14129,MQ,Male,Loyal Customer,39,Business travel,Eco,413,3,1,1,1,3,3,3,3,3,3,3,3,2,3,0,14,neutral or dissatisfied
14137,NK,Male,disloyal Customer,19,Business travel,Eco,413,3,4,3,3,1,3,1,1,1,4,4,2,4,1,28,25,neutral or dissatisfied
14138,OO,Male,disloyal Customer,47,Business travel,Business,232,1,1,1,4,5,1,2,5,4,1,4,2,4,5,0,0,neutral or dissatisfied
14139,AA,Female,Loyal Customer,13,Personal Travel,Eco,413,3,4,2,2,5,2,5,5,5,2,4,4,5,5,101,93,neutral or dissatisfied
14141,AS,Female,Loyal Customer,42,Personal Travel,Eco,413,2,1,4,4,2,3,4,2,2,4,2,1,2,4,0,0,neutral or dissatisfied
14150,B462,Male,Loyal Customer,7,Personal Travel,Eco,413,2,5,2,5,3,2,3,3,2,3,5,3,3,3,0,0,neutral or dissatisfied
14152,DL,Female,Loyal Customer,14,Personal Travel,Eco,413,4,4,2,4,4,2,4,4,4,2,4,3,4,4,0,0,neutral or dissatisfied
14253,EV,Male,Loyal Customer,40,Business travel,Business,429,3,1,2,1,5,4,3,3,3,3,3,4,3,2,25,25,neutral or dissatisfied
14254,F465,Female,disloyal Customer,34,Business travel,Business,429,1,0,0,2,3,0,3,3,5,2,4,3,4,3,14,9,neutral or dissatisfied
14255,HA,Female,disloyal Customer,33,Business travel,Business,429,3,3,3,3,1,3,1,1,3,3,4,5,5,1,0,0,neutral or dissatisfied
14257,MQ,Male,disloyal Customer,33,Business travel,Business,429,2,2,2,4,5,2,5,5,5,3,4,4,5,5,0,6,neutral or dissatisfied
14258,NK,Male,Loyal Customer,55,Business travel,Business,429,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0,satisfied
14261,OO,Female,disloyal Customer,34,Business travel,Eco,429,3,5,3,5,5,3,5,5,2,1,1,3,3,5,9,8,neutral or dissatisfied
14262,AA,Male,Loyal Customer,36,Business travel,Business,429,5,5,5,5,3,1,3,5,5,5,5,5,5,1,0,0,satisfied
14263,AS,Male,Loyal Customer,72,Business travel,Eco,395,4,4,4,4,3,4,3,3,3,5,2,3,3,3,2,2,neutral or dissatisfied
14264,B463,Male,Loyal Customer,47,Business travel,Eco,429,4,1,1,1,4,4,4,4,2,5,4,2,2,4,0,0,satisfied
14266,DL,Male,disloyal Customer,20,Business travel,Eco,429,5,4,5,2,1,5,1,1,2,1,3,5,3,1,0,0,satisfied
14267,EV,Female,Loyal Customer,69,Business travel,Business,429,4,3,4,4,2,2,4,5,5,5,5,3,5,4,35,25,satisfied
14268,F466,Female,Loyal Customer,44,Business travel,Eco,395,2,5,5,5,5,2,2,2,2,2,2,1,2,2,0,0,satisfied
14270,HA,Female,Loyal Customer,28,Business travel,Business,429,2,2,2,2,3,4,3,3,1,1,4,5,3,3,0,0,satisfied
14271,MQ,Female,Loyal Customer,44,Business travel,Business,429,5,5,5,5,1,5,3,5,5,5,5,5,5,5,0,0,satisfied
14275,NK,Male,Loyal Customer,47,Business travel,Eco,429,5,2,2,2,5,5,5,5,3,4,2,3,4,5,0,0,satisfied
14276,OO,Male,Loyal Customer,43,Business travel,Eco,395,5,2,2,2,5,5,5,5,1,1,2,5,2,5,0,0,satisfied
14278,AA,Male,Loyal Customer,36,Business travel,Business,429,3,3,3,3,5,4,5,4,4,4,4,5,4,1,23,19,satisfied
14280,AS,Female,Loyal Customer,24,Business travel,Business,429,1,1,1,1,4,4,4,4,5,4,4,1,2,4,75,76,satisfied
14281,B464,Female,Loyal Customer,53,Business travel,Business,395,3,3,3,3,3,2,3,3,3,3,3,5,3,3,63,93,satisfied
14282,DL,Female,Loyal Customer,45,Business travel,Business,429,4,4,4,4,5,5,4,3,3,3,3,2,3,2,0,0,satisfied
14283,EV,Male,Loyal Customer,39,Business travel,Eco,395,4,2,2,2,4,4,4,4,1,4,3,1,3,4,1,0,satisfied
14285,F467,Female,Loyal Customer,53,Business travel,Eco,395,4,3,3,3,1,3,1,4,4,4,4,1,4,3,0,0,satisfied
14288,HA,Female,Loyal Customer,44,Business travel,Eco,395,5,5,5,5,3,1,1,5,5,5,5,3,5,2,6,8,satisfied
14289,MQ,Male,disloyal Customer,23,Business travel,Eco,395,0,4,1,4,5,1,5,5,4,3,5,3,4,5,0,0,satisfied
14290,NK,Female,Loyal Customer,48,Business travel,Eco,429,4,2,2,2,5,5,3,4,4,4,4,1,4,5,42,42,satisfied
14293,OO,Male,disloyal Customer,42,Business travel,Eco,429,3,4,2,5,1,2,1,1,1,1,2,4,1,1,0,0,neutral or dissatisfied
14294,AA,Male,Loyal Customer,44,Business travel,Eco,429,4,1,1,1,3,4,3,3,5,3,2,2,5,3,0,0,satisfied
14295,AS,Female,Loyal Customer,56,Business travel,Eco,429,4,3,5,3,3,4,4,4,4,4,4,1,4,3,0,0,satisfied
14296,B465,Female,disloyal Customer,26,Business travel,Eco,429,3,0,2,2,3,2,3,3,2,3,4,2,3,3,0,0,neutral or dissatisfied
14297,DL,Female,disloyal Customer,34,Business travel,Eco,429,3,1,3,3,2,3,2,2,1,5,3,4,3,2,16,20,neutral or dissatisfied
14300,EV,Male,disloyal Customer,20,Business travel,Eco,395,2,4,2,3,3,2,3,3,1,4,4,4,3,3,0,0,neutral or dissatisfied
14302,F468,Male,Loyal Customer,46,Business travel,Eco,395,5,4,4,4,4,5,4,4,4,2,5,5,1,4,12,10,satisfied
14303,HA,Male,Loyal Customer,33,Business travel,Eco,429,1,3,3,3,1,1,1,1,1,1,1,1,2,1,3,5,neutral or dissatisfied
14304,MQ,Male,Loyal Customer,39,Business travel,Eco,175,4,5,2,5,4,4,4,4,3,5,3,1,1,4,0,0,satisfied
14308,NK,Male,Loyal Customer,23,Business travel,Eco,429,2,4,4,4,2,2,1,2,4,4,2,2,2,2,0,4,neutral or dissatisfied
14311,OO,Female,disloyal Customer,25,Business travel,Eco,175,4,3,4,4,2,4,2,2,1,2,2,4,3,2,0,0,satisfied
14313,AA,Male,Loyal Customer,17,Business travel,Eco,175,4,2,2,2,4,4,2,4,1,4,3,2,4,4,0,0,neutral or dissatisfied
14314,AS,Male,Loyal Customer,73,Business travel,Eco,429,4,3,2,2,4,4,4,4,1,3,3,4,2,4,76,64,neutral or dissatisfied
14316,B466,Female,disloyal Customer,29,Business travel,Eco,395,2,4,2,4,5,2,5,5,3,1,4,3,4,5,0,0,neutral or dissatisfied
14318,DL,Female,Loyal Customer,35,Business travel,Eco,395,2,4,4,4,2,2,2,2,4,1,3,3,4,2,0,0,neutral or dissatisfied
14320,EV,Female,disloyal Customer,26,Business travel,Eco,429,2,2,2,4,4,2,4,4,4,4,3,1,3,4,16,7,neutral or dissatisfied
14321,F469,Male,disloyal Customer,17,Business travel,Eco,429,4,0,3,5,2,3,4,2,1,3,1,2,2,2,0,0,neutral or dissatisfied
14322,HA,Male,Loyal Customer,50,Business travel,Business,429,3,3,3,3,5,3,1,4,4,4,4,5,4,3,0,0,satisfied
14324,MQ,Female,Loyal Customer,59,Personal Travel,Eco,429,0,1,0,4,4,3,3,3,3,0,3,1,3,1,0,0,satisfied
14325,NK,Female,Loyal Customer,14,Personal Travel,Eco,395,0,3,0,3,4,0,4,4,2,3,3,4,4,4,0,0,satisfied
14326,OO,Male,Loyal Customer,30,Personal Travel,Eco,429,1,4,2,4,3,2,3,3,3,5,2,3,1,3,5,0,neutral or dissatisfied
14327,AA,Female,Loyal Customer,64,Personal Travel,Eco,429,2,5,2,4,2,2,2,1,2,2,2,2,5,2,308,329,neutral or dissatisfied
14328,AS,Female,Loyal Customer,27,Personal Travel,Eco,429,3,3,3,3,4,3,4,4,2,3,4,4,2,4,0,0,neutral or dissatisfied
14329,B467,Male,Loyal Customer,20,Personal Travel,Eco,429,3,3,3,2,4,3,4,4,4,1,3,2,2,4,0,0,neutral or dissatisfied
14330,DL,Female,Loyal Customer,64,Personal Travel,Eco,395,4,4,4,3,2,5,5,4,4,4,4,5,4,3,21,18,neutral or dissatisfied
14331,EV,Male,Loyal Customer,50,Personal Travel,Eco,429,3,0,3,5,3,3,3,3,5,5,5,5,5,3,0,0,neutral or dissatisfied
14333,F470,Female,Loyal Customer,14,Personal Travel,Eco,429,2,4,3,4,2,3,2,2,1,3,3,4,4,2,113,102,neutral or dissatisfied
14334,HA,Female,Loyal Customer,25,Personal Travel,Eco,429,2,4,2,3,2,2,2,2,5,3,1,2,2,2,0,0,neutral or dissatisfied
14335,MQ,Female,Loyal Customer,44,Personal Travel,Eco,175,4,5,0,4,2,4,4,2,2,0,2,3,2,4,129,122,neutral or dissatisfied
14336,NK,Male,Loyal Customer,35,Personal Travel,Eco,395,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33,neutral or dissatisfied
14337,OO,Female,Loyal Customer,50,Personal Travel,Eco,395,2,2,2,2,4,2,3,5,5,2,5,2,5,4,0,0,neutral or dissatisfied
14338,AA,Female,Loyal Customer,26,Personal Travel,Eco,429,3,3,5,3,2,5,2,2,3,5,2,4,3,2,0,1,neutral or dissatisfied
14339,AS,Male,Loyal Customer,40,Personal Travel,Eco,429,3,4,3,3,3,3,3,3,3,3,1,1,3,3,29,22,neutral or dissatisfied
14340,B468,Male,Loyal Customer,14,Personal Travel,Eco,395,1,5,2,1,2,2,2,4,4,5,4,2,4,2,519,516,neutral or dissatisfied
14343,DL,Male,Loyal Customer,27,Personal Travel,Eco,429,4,5,4,3,3,4,1,3,5,3,4,4,4,3,0,0,neutral or dissatisfied
14344,EV,Female,Loyal Customer,11,Personal Travel,Eco,429,2,3,2,4,1,2,1,1,1,5,3,1,4,1,29,28,neutral or dissatisfied
14345,F471,Female,Loyal Customer,31,Personal Travel,Eco,429,3,5,3,3,2,3,4,2,4,5,5,4,4,2,0,0,neutral or dissatisfied
14346,HA,Male,Loyal Customer,9,Personal Travel,Eco,429,2,3,5,4,5,5,5,5,2,3,3,1,2,5,0,0,neutral or dissatisfied
14347,MQ,Female,Loyal Customer,29,Personal Travel,Eco,395,2,4,2,4,3,2,4,3,4,4,5,4,4,3,55,63,neutral or dissatisfied
14348,NK,Female,Loyal Customer,39,Personal Travel,Eco,429,3,3,3,3,4,3,4,4,3,1,4,4,4,4,0,0,neutral or dissatisfied
14349,OO,Male,Loyal Customer,36,Personal Travel,Eco,395,1,3,1,1,3,1,4,3,3,5,4,4,1,3,0,0,neutral or dissatisfied
14350,AA,Male,Loyal Customer,53,Personal Travel,Eco,395,4,3,4,3,3,4,3,3,3,3,2,4,1,3,0,7,neutral or dissatisfied
14351,AS,Male,Loyal Customer,20,Personal Travel,Eco,395,3,3,5,3,5,5,5,5,2,1,3,3,3,5,22,19,neutral or dissatisfied
14353,B469,Female,Loyal Customer,53,Business travel,Eco Plus,429,5,2,2,2,5,3,3,5,5,5,5,1,5,3,6,19,satisfied
14354,DL,Female,disloyal Customer,23,Business travel,Eco Plus,429,4,5,4,4,2,4,2,2,3,5,3,4,1,2,0,0,neutral or dissatisfied
14355,EV,Male,Loyal Customer,68,Business travel,Eco Plus,395,2,2,2,2,2,2,2,2,1,1,3,3,3,2,34,24,neutral or dissatisfied
14356,F472,Male,disloyal Customer,26,Business travel,Eco Plus,395,2,4,2,3,4,2,4,4,2,5,3,4,4,4,12,7,neutral or dissatisfied
14357,HA,Female,disloyal Customer,23,Business travel,Eco Plus,395,1,5,1,4,3,1,5,3,4,5,4,4,1,3,0,0,neutral or dissatisfied
14358,MQ,Female,Loyal Customer,39,Business travel,Eco Plus,429,3,3,3,3,3,2,3,3,2,5,3,2,3,3,28,62,neutral or dissatisfied
14359,NK,Male,Loyal Customer,40,Personal Travel,Eco Plus,395,3,5,3,4,4,3,4,4,3,5,4,3,4,4,42,39,neutral or dissatisfied
14360,OO,Female,Loyal Customer,8,Personal Travel,Eco Plus,175,2,5,2,4,2,2,2,2,4,2,4,3,4,2,0,0,neutral or dissatisfied
14362,AA,Female,Loyal Customer,25,Personal Travel,Eco Plus,395,2,4,2,2,2,2,2,2,2,5,5,2,3,2,6,9,neutral or dissatisfied
14407,AS,Male,Loyal Customer,43,Business travel,Eco Plus,389,3,2,2,2,3,3,3,3,2,1,4,4,3,3,54,32,neutral or dissatisfied
14496,B470,Female,disloyal Customer,35,Business travel,Eco,328,4,3,4,2,2,4,2,2,5,4,5,1,4,2,0,0,neutral or dissatisfied
14499,DL,Male,Loyal Customer,28,Business travel,Eco,402,5,5,5,5,5,5,5,5,1,2,4,3,2,5,0,0,satisfied
14500,EV,Male,disloyal Customer,25,Business travel,Eco,328,4,4,4,4,1,4,1,1,5,2,4,3,2,1,0,0,satisfied
14501,F473,Male,Loyal Customer,59,Business travel,Eco,328,4,4,4,4,4,4,4,4,3,2,3,2,4,4,0,0,neutral or dissatisfied
14503,HA,Male,disloyal Customer,27,Business travel,Eco,328,1,5,1,3,2,1,2,2,4,1,4,4,5,2,0,56,neutral or dissatisfied
14505,MQ,Female,disloyal Customer,23,Business travel,Eco,402,4,0,4,5,3,4,3,3,2,5,2,1,1,3,4,0,satisfied
14506,NK,Female,Loyal Customer,56,Business travel,Eco,328,4,4,4,4,2,1,5,4,4,4,4,5,4,5,0,0,satisfied
14507,OO,Male,disloyal Customer,27,Business travel,Eco,328,1,5,1,4,3,1,3,3,1,1,5,5,3,3,42,28,neutral or dissatisfied
14508,AA,Male,Loyal Customer,71,Business travel,Eco,402,3,3,2,3,3,3,3,4,3,3,4,3,3,3,222,208,neutral or dissatisfied
14509,AS,Female,Loyal Customer,36,Personal Travel,Eco,402,3,4,3,4,5,3,5,5,2,1,3,1,3,5,0,0,neutral or dissatisfied
14511,B471,Male,Loyal Customer,36,Personal Travel,Eco,328,3,0,1,4,3,1,3,3,3,1,4,5,2,3,0,0,neutral or dissatisfied
14512,DL,Male,Loyal Customer,7,Personal Travel,Eco,328,4,1,4,1,2,4,2,2,2,1,1,1,1,2,0,0,neutral or dissatisfied
14513,EV,Male,disloyal Customer,28,Business travel,Eco Plus,402,1,2,2,1,2,2,3,2,5,4,3,4,2,2,3,3,neutral or dissatisfied
14514,F474,Female,disloyal Customer,21,Business travel,Eco Plus,328,3,4,3,4,5,3,5,5,3,3,3,3,4,5,28,18,neutral or dissatisfied
14516,HA,Female,Loyal Customer,58,Business travel,Eco,288,4,5,5,5,4,3,4,4,4,4,4,1,4,3,6,1,satisfied
14517,MQ,Female,Loyal Customer,39,Business travel,Eco,288,3,1,1,1,3,3,3,3,5,2,4,4,1,3,0,0,satisfied
14518,NK,Male,Loyal Customer,25,Business travel,Eco,310,4,4,4,4,4,4,5,4,2,3,2,3,2,4,24,25,satisfied
14519,OO,Male,Loyal Customer,42,Business travel,Business,288,4,4,3,4,4,1,2,4,4,4,4,5,4,1,90,91,satisfied
14520,AA,Male,disloyal Customer,27,Business travel,Eco,299,2,5,2,4,2,2,3,2,1,1,5,1,2,2,72,66,neutral or dissatisfied
14522,AS,Male,Loyal Customer,52,Business travel,Eco,288,4,1,4,1,4,4,4,4,1,5,1,4,3,4,0,0,satisfied
14523,B472,Male,Loyal Customer,34,Business travel,Business,362,2,2,3,2,5,3,4,4,4,4,4,3,4,1,19,19,satisfied
14524,DL,Female,Loyal Customer,69,Business travel,Eco,362,2,3,3,3,2,3,3,2,2,2,2,3,2,2,9,32,neutral or dissatisfied
14525,EV,Male,disloyal Customer,33,Business travel,Business,362,2,2,2,4,2,2,2,2,3,3,2,2,3,2,1,4,neutral or dissatisfied
14526,F475,Male,Loyal Customer,30,Business travel,Business,310,3,3,3,3,3,3,3,3,4,4,4,2,4,3,0,0,neutral or dissatisfied
14528,HA,Male,Loyal Customer,66,Business travel,Eco,362,4,3,3,3,4,4,4,4,2,2,4,3,4,4,0,0,neutral or dissatisfied
14530,MQ,Male,disloyal Customer,24,Business travel,Business,368,4,2,4,2,5,4,5,5,1,2,3,3,3,5,0,0,neutral or dissatisfied
14531,NK,Male,Loyal Customer,60,Business travel,Eco,368,1,1,2,1,1,1,1,1,3,4,4,2,3,1,0,0,neutral or dissatisfied
14532,OO,Female,Loyal Customer,35,Business travel,Business,288,3,3,3,3,4,1,5,4,4,4,4,2,4,1,0,0,satisfied
14534,AA,Female,Loyal Customer,78,Business travel,Eco,299,4,1,1,1,3,3,3,4,4,4,4,1,4,1,81,69,neutral or dissatisfied
14535,AS,Female,Loyal Customer,36,Business travel,Eco,310,1,2,4,4,1,1,1,1,2,3,4,2,4,1,26,28,neutral or dissatisfied
14536,B473,Male,Loyal Customer,69,Business travel,Business,362,1,5,5,5,1,1,1,3,4,4,3,1,4,1,215,216,neutral or dissatisfied
14541,DL,Male,Loyal Customer,38,Business travel,Business,368,2,5,5,5,2,2,2,4,5,3,3,2,3,2,147,135,neutral or dissatisfied
14542,EV,Female,Loyal Customer,18,Business travel,Eco,368,4,4,4,4,4,4,3,4,3,5,3,1,3,4,126,103,neutral or dissatisfied
14544,F476,Male,disloyal Customer,17,Business travel,Eco,362,4,0,4,3,5,4,5,5,1,1,4,2,2,5,0,0,satisfied
14545,HA,Male,Loyal Customer,28,Personal Travel,Eco,288,3,4,3,4,3,3,3,3,4,3,4,5,4,3,0,2,neutral or dissatisfied
14549,MQ,Female,Loyal Customer,35,Personal Travel,Eco,368,3,1,2,3,2,2,2,2,4,2,2,3,3,2,111,117,neutral or dissatisfied
14551,NK,Male,Loyal Customer,10,Personal Travel,Eco,362,3,5,3,1,1,3,1,1,3,3,4,4,4,1,25,55,neutral or dissatisfied
14552,OO,Male,Loyal Customer,56,Personal Travel,Eco,362,3,5,3,3,5,3,5,5,4,2,4,4,4,5,0,0,neutral or dissatisfied
14555,AA,Male,Loyal Customer,45,Personal Travel,Eco,288,1,5,1,1,5,1,1,5,3,2,5,3,4,5,0,0,neutral or dissatisfied
14556,AS,Male,Loyal Customer,52,Personal Travel,Eco,310,2,5,4,2,2,4,2,2,5,5,5,3,4,2,0,0,neutral or dissatisfied
14558,B474,Male,Loyal Customer,19,Business travel,Eco Plus,299,1,5,5,5,1,1,2,1,3,3,3,1,3,1,0,0,neutral or dissatisfied
14559,DL,Male,Loyal Customer,53,Personal Travel,Eco Plus,368,2,4,2,4,1,2,1,1,1,1,4,1,1,1,0,0,neutral or dissatisfied
14560,EV,Male,Loyal Customer,31,Personal Travel,Eco Plus,288,1,4,1,1,3,1,3,3,3,4,5,5,4,3,0,0,neutral or dissatisfied
14632,F477,Male,Loyal Customer,38,Business travel,Eco,363,5,3,1,1,5,4,5,5,1,5,5,4,1,5,0,0,satisfied
14633,HA,Female,disloyal Customer,40,Business travel,Business,363,4,4,4,4,4,4,4,4,2,1,3,3,3,4,115,109,satisfied
14634,MQ,Female,Loyal Customer,34,Business travel,Business,363,3,4,4,4,2,3,3,3,3,3,3,2,3,2,84,112,neutral or dissatisfied
14636,NK,Female,Loyal Customer,23,Business travel,Business,363,3,5,5,5,3,3,3,3,2,2,1,1,1,3,0,0,neutral or dissatisfied
14647,OO,Female,disloyal Customer,22,Business travel,Business,112,5,0,5,2,1,5,1,1,3,4,5,4,5,1,1,0,satisfied
14648,AA,Female,Loyal Customer,34,Business travel,Business,162,4,4,4,4,3,2,4,5,5,5,5,1,5,2,0,0,satisfied
14649,AS,Female,disloyal Customer,23,Business travel,Eco,162,5,0,4,4,4,4,4,4,2,1,1,1,1,4,33,27,satisfied
14650,B475,Female,Loyal Customer,64,Business travel,Eco,112,3,4,4,4,3,3,4,3,3,3,3,5,3,2,48,40,satisfied
14651,DL,Male,Loyal Customer,35,Business travel,Eco,112,4,2,4,4,4,4,4,4,2,2,4,2,3,4,0,2,satisfied
14652,EV,Female,Loyal Customer,40,Business travel,Eco,112,4,4,4,4,4,4,4,4,3,3,1,5,4,4,0,1,satisfied
14653,F478,Male,Loyal Customer,50,Business travel,Business,112,2,2,2,2,3,3,3,4,4,4,3,1,4,2,0,8,satisfied
14654,HA,Male,disloyal Customer,36,Business travel,Eco,162,1,5,1,4,3,1,3,3,5,4,4,1,3,3,9,11,neutral or dissatisfied
14657,MQ,Male,Loyal Customer,52,Personal Travel,Eco,162,2,5,0,1,2,0,2,2,5,5,5,3,4,2,0,13,neutral or dissatisfied
14659,NK,Male,Loyal Customer,60,Personal Travel,Eco,112,3,5,3,2,3,2,2,3,1,3,4,2,5,2,154,176,neutral or dissatisfied
14661,OO,Female,disloyal Customer,27,Business travel,Eco Plus,112,3,3,3,3,3,3,2,3,2,5,5,3,2,3,49,40,neutral or dissatisfied
14662,AA,Male,Loyal Customer,27,Business travel,Eco Plus,162,5,4,4,4,5,5,5,5,2,3,4,2,3,5,0,0,satisfied
14663,AS,Female,Loyal Customer,39,Business travel,Eco Plus,162,3,4,4,4,3,3,3,3,3,5,5,1,3,3,0,0,satisfied
14664,B476,Male,Loyal Customer,17,Business travel,Eco Plus,162,5,5,5,5,5,5,3,5,4,5,5,5,2,5,0,0,satisfied
14667,DL,Male,disloyal Customer,36,Business travel,Eco,416,2,5,3,1,4,3,4,4,4,3,3,3,4,4,0,0,neutral or dissatisfied
14669,EV,Female,disloyal Customer,22,Business travel,Eco,416,1,2,1,4,1,1,1,1,4,2,4,1,4,1,0,0,neutral or dissatisfied
14674,F479,Male,Loyal Customer,58,Personal Travel,Eco,416,3,3,3,3,5,3,5,5,1,1,3,2,4,5,0,0,neutral or dissatisfied
14675,HA,Female,Loyal Customer,29,Personal Travel,Eco,416,2,4,2,4,1,2,1,1,2,5,4,1,4,1,0,35,neutral or dissatisfied
14676,MQ,Female,Loyal Customer,7,Personal Travel,Eco,416,1,3,1,4,1,2,3,3,2,4,4,3,4,3,157,158,neutral or dissatisfied
14677,NK,Male,Loyal Customer,66,Personal Travel,Eco,416,4,3,4,2,4,4,1,4,4,2,3,4,4,4,28,22,neutral or dissatisfied
14678,OO,Male,Loyal Customer,55,Personal Travel,Eco,430,5,4,3,4,4,3,4,4,4,4,5,4,5,4,0,0,satisfied
14679,AA,Female,Loyal Customer,52,Business travel,Eco Plus,416,5,1,1,1,3,2,4,5,5,5,5,1,5,1,0,3,satisfied
14682,AS,Female,Loyal Customer,56,Business travel,Business,419,3,3,3,3,2,4,4,5,5,5,5,4,5,5,16,30,satisfied
14683,B477,Male,Loyal Customer,55,Business travel,Business,317,4,3,3,3,3,1,2,4,4,4,4,1,4,1,16,21,neutral or dissatisfied
14684,DL,Female,Loyal Customer,51,Personal Travel,Business,424,4,3,4,3,4,4,3,4,4,4,4,4,4,2,21,34,neutral or dissatisfied
14687,EV,Female,Loyal Customer,52,Business travel,Eco,192,5,1,1,1,4,1,2,5,5,5,5,1,5,1,0,0,satisfied
14690,F480,Female,Loyal Customer,47,Business travel,Eco,419,4,2,2,2,5,1,1,4,4,4,4,2,4,4,0,0,satisfied
14692,HA,Female,disloyal Customer,26,Business travel,Eco,419,2,0,1,4,4,1,5,4,4,4,4,3,1,4,33,8,neutral or dissatisfied
14693,MQ,Female,Loyal Customer,52,Business travel,Eco,419,5,3,2,2,3,5,5,5,5,5,5,3,5,2,0,1,satisfied
14694,NK,Female,Loyal Customer,43,Business travel,Eco,419,5,4,4,4,2,3,4,5,5,5,5,3,5,1,0,0,satisfied
14695,OO,Female,Loyal Customer,35,Business travel,Eco,419,4,1,1,1,4,4,4,4,3,4,5,2,5,4,77,82,satisfied
14696,AA,Male,Loyal Customer,67,Business travel,Business,317,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,0,satisfied
14697,AS,Female,Loyal Customer,41,Business travel,Business,419,3,5,3,3,1,4,1,4,4,4,4,2,4,2,0,0,satisfied
14698,B478,Male,Loyal Customer,78,Business travel,Eco,317,3,4,5,5,3,3,3,3,1,3,3,4,4,3,0,0,neutral or dissatisfied
14700,DL,Male,Loyal Customer,54,Business travel,Eco,424,5,3,3,3,5,5,5,5,5,1,1,1,3,5,0,0,satisfied
14701,EV,Male,Loyal Customer,57,Business travel,Eco,419,5,1,1,1,5,5,5,5,1,3,5,4,2,5,31,13,satisfied
14703,F481,Female,Loyal Customer,44,Business travel,Eco,419,5,3,2,3,1,1,4,5,5,5,5,4,5,2,0,0,satisfied
14704,HA,Female,disloyal Customer,36,Business travel,Eco,419,1,1,1,3,3,1,3,3,2,3,4,1,4,3,0,0,neutral or dissatisfied
14705,MQ,Male,Loyal Customer,60,Business travel,Eco,419,5,2,2,2,5,5,5,5,4,5,1,4,1,5,0,0,satisfied
14706,NK,Female,Loyal Customer,27,Business travel,Business,419,3,2,4,2,3,3,3,3,1,5,3,2,4,3,49,47,neutral or dissatisfied
14707,OO,Male,Loyal Customer,52,Business travel,Business,419,3,3,3,3,3,5,2,5,5,5,5,3,5,4,0,0,satisfied
14709,AA,Female,Loyal Customer,44,Personal Travel,Eco,419,5,4,5,3,5,3,4,4,4,5,4,2,4,4,30,23,satisfied
14712,AS,Female,Loyal Customer,49,Personal Travel,Eco,419,4,1,4,4,3,3,4,3,3,4,3,4,3,1,5,0,neutral or dissatisfied
14713,B479,Female,Loyal Customer,40,Personal Travel,Eco,317,2,3,2,3,5,2,1,5,5,3,4,2,2,5,0,0,neutral or dissatisfied
14714,DL,Male,Loyal Customer,12,Personal Travel,Eco,419,3,4,3,2,4,3,4,4,5,3,2,1,1,4,0,0,neutral or dissatisfied
14715,EV,Female,Loyal Customer,66,Personal Travel,Eco,419,1,3,1,4,5,3,3,4,4,1,4,2,4,4,0,0,neutral or dissatisfied
